Name,Category,Rate,Address,Traffic,Time,Menu
동삼동불짬뽕,중국요리,1.6,부산 영도구 동삼남로 21 (우)49102,1351,"['월,수,목,금,토,일 10:30 ~ 15:30']","{'짜장': '4,000', '우동': '5,500', '짬뽕': '5,500', '불탕수소스면': '5,500', '탕수육': '10,000', '사천탕수육': '13,000', '': ''}"
토로,이탈리안,3.6,부산 영도구 태종로752번길 25 (우)49124,1309,['매일 11:30 ~ 22:00'],"{'안심스테이크(200g)': '47,000', '채끝등심스테이크(200g)': '37,000', '만조크림파스타': '19,000', '모짜토마토파스타': '15,000', '새우로제파스타': '17,000'}"
만소,기업,2.4,부산 영도구 동삼로 56 한나타워 6층 601호 (우)49101,1236,['매일 11:30 ~ 23:00'],"{'삼겹살': '3,500', '모듬A세트': '25,000', '추천\n모듬B세트': '35,000', '추천\n꽃갈비살': '6,900', '진갈비살': '15,000'}"
해빙모먼트,카페,4.0,부산 영도구 절영로 196 (우)49081,1226,['null'],{'null': 'null'}
오채담,이탈리안,3.0,부산 영도구 절영로 355 3층 (우)49113,1224,"['토,일 11:30 ~ 21:00', '토,일 휴게시간 18:50 ~ 19:10', '토,일 휴게시간 15:30 ~ 17:00', '토,일 휴게시간 13:20 ~ 13:40']","{'뷔페+파스타(평일)': '30,000', '뷔페+파스타(주말/공휴일)': '32,000', '뷔페+스테이크(평일)': '35,000', '뷔페+스테이크(주말/공휴일)': '37,000', '평일저녁 코스메뉴 파스타': '30,000'}"
동방밀면,국수,4.4,부산 영도구 꿈나무길 239 (우)49072,1217,['null'],"{'동방밀면': '6,000', '동방밀면(곱)': '6,500', '동방비빔면': '6,500', '동방비빔면(곱)': '7,000', '동방짬뽕': '5,500', '동방우동': '5,000', '': ''}"
영도우,피자,3.2,부산 영도구 조내기로5번길 2 (우)49085,1151,"['화~일 11:30 ~ 22:00', '화~일 휴게시간 15:30 ~ 17:00']","{'청학동 파스타': '12,000', '영도우 피자': '16,000', '불고기 피자': '18,000', '하와이안 피자': '16,000', '안심 스테이크(150g)': '35,000'}"
오유미당 부산영도점,오유미당,3.9,부산 영도구 태종로65번길 12 1층 (우)49037,1148,"['매일 11:30 ~ 21:00', '매일 휴게시간 15:30 ~ 17:00']",{}
신기여울,커피전문점,3.3,"부산 영도구 절영로 202-2 1,2층 (우)49081",1111,"['토,일 10:00 ~ 20:00']","{'아메리카노': '5,000', '카페라떼': '5,500', '그린티라떼': '5,500', '요거트스무디': '5,500', '청자몽아이스티': '6,500'}"
에르마나,양식,51,부산 영도구 와치로 195 제이 1층 101호 (우)49103,1074,"['화~토 11:30 ~ 21:00', '화~토 휴게시간 15:30 ~ 17:00']","{'살시챠 비스마르크': '21,000', '트러플 라구 파스타': '16,500'}"
영도솔밭농원,닭요리,3.5,부산 영도구 와치로 318 (우)49123,1039,['null'],"{'삼계탕': '15,000', '옻 삼계탕': '17,000', '상황버섯 닭백숙': '65,000', '상황버섯 오리백숙': '70,000', '닭백숙': '45,000'}"
북창동순두부 부산역점,북창동순두부,3.9,부산 동구 중앙대로221번길 1 (우)48816,1025,"['월,화,수,금,토,일 10:00 ~ 22:00']",{}
암튼커피스탠드,디저트카페,4.3,부산 영도구 남항서로 40 1층 (우)49050,1019,['화~일 11:30 ~ 21:30'],{'null': 'null'}
또시아,중식,4.8,부산 영도구 절영로 6 1층 (우)49033,1013,"['월,수,목,금,토,일 11:30 ~ 21:30', '월,수,목,금,토,일 휴게시간 15:00 ~ 17:00']","{'추천\n홍소우육면': '11,000', '추천\n마라마파두부+계란볶음밥': '13,000', '가지튀김': '13,000', '꿔바로우': '14,000', '멘보샤': '15,000', '칠리새우': '17,000', '': ''}"
원조밀면,국수,3.0,부산 중구 중구로 31-1 (우)48978,993,['매일 08:00 ~ 22:00'],"{'물밀면(소)': '5,500', '물밀면(대)': '6,500', '비빔면(소)': '5,500', '비빔면(대)': '6,500', '만두': '3,500', '물밀면 (소)': '5,500', '': ''}"
엘림오리고기집,오리,4.1,부산 영도구 태종로384번길 5 (우)49016,988,['null'],"{'양념구이(1마리)': '25,000', '생오리(1마리)': '25,000', '옻오리백숙': '40,000', '유황오리한방백숙': '40,000', '전복죽': '2,000'}"
파스쿠찌 부산태종대점,파스쿠찌,2.0,부산 영도구 태종로 794 (우)49126,970,['매일 10:00 ~ 22:00'],"{'아이스 아메리카노(R)': '4,500', '아이스 카페라떼(R)': '5,000', '아이스 바닐라라떼 마끼아또(R)': '5,800', '아이스 카라멜라떼 마끼아또(R)': '5,800', '허니브레드(생크림)': '6,200', '아메리카노(R)': '4,500', '': ''}"
올리버다이너,이탈리안,4.2,부산 영도구 와치로27번길 19 1층 (우)49084,913,['매일 11:30 ~ 21:00'],{'null': 'null'}
복성만두,분식,3.9,부산 영도구 대평로34번길 5-8 (우)49039,910,['월~토 09:00 ~ 19:00'],"{'떡라면': '3,500', '만두라면': '3,500', '라면': '3,000', '김치만두국': '5,000', '떡국': '5,000'}"
포항물회일번지,회,4.1,부산 영도구 절영로35번길 6 (우)49054,902,['매일 11:00 ~ 21:00'],"{'물회': '12,000'}"
모티브커피,카페,4.2,부산 영도구 조내기로5번길 27 (우)49084,893,"['토,일 09:00 ~ 24:00']","{'모티브라떼': '6,000', '초콜릿라떼': '6,000', '플랫화이트': '5,000', '밀크롤': '6,000'}"
산호횟집,회,4.7,부산 영도구 하리해안길 12 1층 (우)49125,853,['매일 10:00 ~ 22:00'],{'null': 'null'}
날마다대박나는집,삼겹살,3.5,부산 북구 만덕3로 9 1층 (우)46562,846,['매일 00:00 ~ 24:00'],"{'대패삼겹살 (90g)': '4,500', '지리산흑돼지 왕소금모듬구이 (100g)': '4,900', '생삼겹살 (100g)': '6,500', '명품눈꽃삼겹살 (100g)': '7,500', '양념돼지갈비 (150g)': '7,500'}"
스크랩,갤러리카페,4.4,부산 영도구 해양로247번길 35 2층 (우)49013,836,['매일 12:00 ~ 20:00'],{'null': 'null'}
청해수산,회,4.5,부산 영도구 태종로113번길 35 (우)49035,831,"['월,수,목,금,토,일 12:30 ~ 22:00']","{'모둠회': '35,000', '도다리': '변동가격', '돌돔': '변동가격', '제철활어회': '변동가격'}"
컵넛,카페,3.6,부산 금정구 금정로149번안길 18 (우)46283,821,['매일 12:00 ~ 21:00'],"{'롱블랙': '4,000', '라떼': '4,500', '플랫화이트': '4,500', '아몬드 슈패너': '5,300', '아몬드 라떼 슈패너': '5,600'}"
경기도기사식당,기사식당,4.6,부산 영도구 태종로 829 (우)49127,808,['매일 07:00 ~ 21:00'],"{'청국장&불낙전골&비빔밥거리 (1인분)': '8,000', '해물된장&비빔밥거리 (1인분)': '8,000', '생갈치조림&비빔밥거리 (1인분)': '10,000', '청국장&소불고기전골 (1인분)': '10,000', '해물탕 (대)': '40,000', '해물탕 (소)': '30,000', '': ''}"
청학동 가야밀면 청학점,국수,4.1,부산 영도구 산업로 10 마린팰리스 상가 1층 (우)49009,768,['매일 11:00 ~ 19:00'],"{'밀면': '5,500', '비빔면': '5,500', '감자만두': '4,000', '밀면 (대)': '6,500', '비빔면 (대)': '6,500', '사리': '2,000', '': ''}"
경북밀면,국수,4.2,부산 영도구 태종로105번길 13 2층 (우)49036,736,['매일 09:00 ~ 20:00'],"{'밀면': '7,000', '짜장면': '6,000', '짬뽕': '6,000', '우동': '6,000', '가오리 회비빔면': '8,000'}"
상생라멘,일본식라면,5.0,부산 동래구 동래시장길 14 동래시장 67호 (우)47810,723,['월~토 11:30 ~ 21:00'],{'null': 'null'}
석화정,한식,4.0,부산 영도구 동삼로42번길 16-11 (우)49107,718,['매일 09:00 ~ 21:30'],"{'굴국밥': '9,000', '콩나물국밥': '7,000', '묵사발': '8,000', '생굴': '30,000', '굴구이': '45,000', '굴튀김': '20,000', '': ''}"
자매보리밥,한식,3.8,부산 영도구 태종로73번길 25 (우)49033,717,['매일 00:00 ~ 24:00'],"{'장어구이': '50,000', '장어탕': '13,000', '보리밥': '7,000', '청국장': '8,000', '김치찌개': '8,000'}"
아델라베일리 부산,이탈리안,4.5,부산 영도구 태종로 45 밸류호텔 24층 (우)49037,681,['매일 11:00 ~ 23:00'],"{'Caesar salad': '19,000', 'Beef salad': '25,000', 'pepperoni': '25,000', 'Rucola prosciutoo': '25,000', 'Carbonara': '22,000'}"
영선불고기,"불고기,두루치기",4.0,부산 영도구 절영로35번길 69 (우)49052,675,['매일 10:00 ~ 22:00'],"{'꽃갈비살(170g)': '22,000', '차돌박이(170g)': '15,000', '소양념불고기(170g)': '9,000', '소불고기 전골(230g)': '9,000', '돼지불고기(230g)': '8,000'}"
뚜레쥬르 영도미라주점,뚜레쥬르,4.3,부산 영도구 동삼로 89 1층 (우)49098,666,['null'],"{'빵긋랜덤박스': '15,000', 'BELT샌드위치': '6,500', '추억의 사라다고로케': '3,600', '그랑드카페 아이스아메리카노': '3,500', '딸기와 우유생크림 2호': '30,000'}"
어리목도새기촌,"육류,고기",4.5,부산 영도구 절영로 485 (우)49118,650,['null'],"{'흑돼지정식 (점심메뉴)': '13,000', '생구이 (120g)': '14,000', '양념구이 (150g)': '13,000', '돔베고기수육 (450g)': '40,000'}"
설빙 영도점,설빙,4.5,부산 영도구 절영로 33 아이블리스 1층 101호 (우)49052,641,['매일 11:00 ~ 23:00'],{}
초원복국 해운대점,복어,4.3,부산 해운대구 해운대해변로 329-2 (우)48096,617,"['매일 08:00 ~ 22:00', '매일 휴게시간 15:00 ~ 17:00']","{'은복 매운탕': '12,000', '복수육 은복': '35,000', '복튀김 은복': '30,000', '복불고기 은복 (1인)': '12,000', '복샤브샤브 은복': '45,000'}"
맛나감자탕 봉래점,감자탕,3.8,"부산 영도구 대교로6번길 33 오양대교맨션 2층 201,202호 (우)49005",609,['매일 11:00 ~ 22:30'],"{'맛나감자탕 (소)': '27,000', '맛나뼈찜 (소)': '32,000', '해물뼈찜 (소)': '35,000', '뼈해장국': '8,000', '낙지비빔밥': '8,000'}"
태종아리랑,"육류,고기",3.3,부산 영도구 와치로 328 (우)49122,597,"['매일 11:30 ~ 21:00', '매일 휴게시간 15:00 ~ 17:00']","{'한우꽃살 (100g)': '35,000', '한우등심 (100g)': '25,000', '와규등심 (150g)': '24,000', '와규갈비살 (150g)': '24,000', '생등심 (150g)': '18,000', '생갈비살 (150g)': '18,000'}"
일구향만두,분식,4.3,부산 영도구 절영로49번길 24 (우)49054,596,"['토 10:00 ~ 20:30', '월~토 휴게시간 14:00 ~ 17:00']","{'새우딤섬 (10개)': '8,000', '소룡포 (6개)': '6,000', '완당': '5,000', '딴딴면': '5,000', '마라우육면': '5,000'}"
안락다락방,카페,5.0,부산 영도구 하나길 894 1층 (우)49029,575,"['월,수,목,금,토,일 11:00 ~ 20:00']","{'꿀자몽요거트': '8,500', '생딸기요거트': '8,500', '무화과 스콘': '4,000', '아메리카노': '4,500', '바닐라라떼': '5,500'}"
더노벰버라운지 부산영도점,카페,5.0,"부산 영도구 동삼오션로 30 부산오션시티푸르지오 베이테라스상가 1,2층 (우)49128",575,['매일 00:00 ~ 24:00'],{'null': 'null'}
림스치킨 부산영도대교점,림스치킨,3.4,부산 영도구 태종로 96 (우)49052,549,['매일 15:00 ~ 02:00'],{}
샤브향 부산영도점,샤브향,1.0,"부산 영도구 동삼로 56 한나타워 9층 901, 902호 (우)49101",546,['매일 11:30 ~ 22:00'],{}
함흥보쌈,"족발,보쌈",4.1,부산 영도구 남항로 42 (우)49056,541,['매일 11:00 ~ 21:00'],"{'모듬보쌈 (소)': '25,000', '불고기전골 (소)': '25,000', '불낙새전골 (소)': '25,000', '모듬정식': '8,000', '갈비탕': '8,000'}"
다미복국 영도본점,복어,4.3,부산 영도구 남항로9번길 2 (우)49045,534,"['매일 09:00 ~ 21:00', '매일 휴게시간 15:00 ~ 17:00']","{'복삼불고기(2인)': '30,000', '복국(은복)': '10,000', '복국(밀복)': '13,000', '복국(까치복)': '15,000', '복국(참복)': '20,000', '복전골(밀복)': '40,000', '': ''}"
고슬로우,카페,3.2,부산 영도구 절영로 246-24 (우)49081,518,['매일 11:00 ~ 19:00'],"{'아메리카노': '4,500', '라떼': '5,000', '버터크림라떼': '6,000', '딸기라떼': '6,000', '레몬에이드': '5,500'}"
명륜진사갈비 부산대연점,명륜진사갈비,3.7,부산 남구 수영로 224 1층 (우)48492,511,['매일 12:00 ~ 23:00'],{}
큰집꼬리곰탕,곰탕,3.3,부산 영도구 태종로 630 (우)49107,510,['null'],"{'큰집 곰탕': '9,000', '꼬리 곰탕': '18,000', '도가니 탕': '18,000', '섞어 탕': '18,000', '모듬수육 (소)': '50,000'}"
미정식당,한식,0,부산 영도구 태종로 385 (우)49009,504,['null'],{'null': 'null'}
1박2일충북집누나야,"해물,생선",2.0,부산 영도구 감지해변길 92 (우)49126,498,['매일 10:00 ~ 18:00'],"{'조개구이 (소)': '40,000', '장어구이 (소)': '50,000', '전복구이 (중)': '20,000', '해물모듬 (소)': '40,000', '새우구이 (중)': '20,000'}"
아브라함커피랩,카페,3.4,부산 영도구 와치로 195 제이 103호 (우)49103,497,"['월,화,수,금,토 13:30 ~ 17:30']",{}
아르프,양식,4.0,부산 영도구 태종로99번길 35 1층 (우)49035,491,"['월,화,수,금,토,일 11:30 ~ 21:00', '월,화,수,금,토,일 휴게시간 16:00 ~ 17:00']","{'아르프 비건버거': '14,000', '아르프 크로플': '10,000', '고사리 파스타': '16,000', '히비스커스 에이드(레몬)': '6,000'}"
영도김가네쑥밀면,국수,4.8,부산 영도구 중리로 3-1 (우)49118,470,['매일 11:00 ~ 20:30'],"{'물밀면': '6,500', '비빔면': '7,000', '물비빔면': '7,000', '명품손만두': '5,500', '칼국수': '6,000', '들깨칼국수': '7,500', '': ''}"
롯데리아 영도동삼점,롯데리아,4.5,부산 영도구 동삼로 25 (우)49108,453,['매일 09:00 ~ 23:00'],"{'힙&BEST팩': '24,000', 'NEW 홈패밀리팩': '20,800', '더블한우불고기 버거': '12,400', '더블 클래식치즈버거': '6,900', '더블 치킨버거': '5,500', '더블 데리버거': '4,500', '': ''}"
이재모피자,피자,4.4,부산 중구 광복중앙로 31 중앙아파트상가 2층 (우)48948,19261,['월~토 11:00 ~ 20:30'],"{'오븐 치즈 스파게티': '8,000', '까르보나라': '11,000', '씨푸드 라이스': '12,000', '밋소스 리조또': '11,000', '생과일 오렌지 샐러드': '15,000'}"
본참치,참치회,4.3,부산 중구 해관로 73 (우)48930,5810,"['월~토 11:30 ~ 22:30', '월~토 휴게시간 14:30 ~ 17:00']","{'점심메뉴': '60,000', '저녁메뉴': '88,000', '참치회 한상세트(고급)': '44,000', '참치회 한상세트(특급)': '', '본참치 오마카세': '', '스페셜 참치': '', '': ''}"
백화양곱창 6호,"곱창,막창",3.2,부산 중구 자갈치로23번길 6 1층 6호 (우)48982,4455,['매일 12:00 ~ 24:00'],"{'양구이': '42,000', '양(모듬)소금ㆍ양념': '37,000', '볶음밥': '12,000'}"
노티스,카페,2.6,부산 중구 대교로 135 1층 (우)48943,4185,['매일 11:00 ~ 23:00'],"{'말차 아인슈페너': '7,000', '르네펠트 윈터드림': '7,000', '오미자차': '7,000', '블루베리 매실에이드': '7,000', '닭가슴살 호밀 샌드위치': '7,000'}"
원조부산족발,"족발,보쌈",3.2,부산 중구 광복로 13-1 (우)48979,4097,['매일 11:00 ~ 01:00'],"{'족발 (특)': '60,000', '족발 (대)': '50,000', '족발 (중)': '40,000', '족발 (소)': '35,000', '냉채 (특)': '60,000', '냉채 (대)': '50,000', '': ''}"
이가네떡볶이 본점,떡볶이,3.6,부산 중구 부평1길 48 5a-09호 (우)48977,3915,['월~토 10:00 ~ 17:00'],"{'떡볶이 튀김세트 (5개)': '5,000', '떡볶이 (1인분)': '5,000', '튀김 (1인분)': '3,500', '오뎅 (3개)': '2,000', '핫도그 (1개)': '1,000'}"
한우육반장,"육류,고기",0,부산 사하구 승학로2번길 8 (우)49326,3673,['매일 11:30 ~ 24:00'],"{'생갈비살(100g)': '18,000', '즉석양념갈비살(100g)': '18,000', '꽃살(100g)': '25,000', '육회(200g)': '25,000', '물냉면': '5,000'}"
중앙모밀,국수,3.5,부산 중구 중앙대로49번길 9-1 (우)48956,3436,"['월,화,목,금,토,일 11:00 ~ 19:30']","{'모밀국수 (2장)': '8,000', '모밀냄비': '8,000', '새우튀김우동': '7,000', '특 오뎅우동': '7,000', '얼큰우동': '7,000', '냄비우동': '6,000', '': ''}"
부산명물횟집,회,3.3,부산 중구 자갈치해안로 55 (우)48984,3433,"['매일 11:00 ~ 21:30', '매일 휴게시간 15:30 ~ 17:00']","{'멍게': '10,000', '물멍게': '20,000', '소라': '20,000', '해삼': '20,000', '낙지탕탕이': '20,000'}"
아웃백스테이크하우스 남포점,아웃백스테이크하우스,4.1,부산 중구 구덕로 54-1 3층 (우)48953,2686,['매일 11:30 ~ 22:00'],"{'홈파티 4인세트 2': '150,900', '짐붐바 스테이크 3인세트': '85,900', '갈릭립아이 스테이크 2인세트': '70,900', '카카두 김치 그릴러 2인세트': '55,900', '투움바 파스타': '25,900', '오지치즈후라이즈(미듐)': '10,900'}"
오래된할매가야밀면,냉면,3.0,부산 중구 광복로 56-14 (우)48953,2464,['매일 10:00 ~ 21:30'],"{'밀면 (대)': '7,000', '밀면 (소)': '6,000', '비빔면 (대)': '7,000', '비빔면 (소)': '6,000', '만두 (5개)': '4,000'}"
개미집 부산본점,"해물,생선",2.4,부산 중구 중구로30번길 20-2 (우)48947,2232,['매일 10:30 ~ 22:00'],"{'낙지볶음': '9,000', '낙새볶음': '10,000', '낙삼볶음': '10,000', '수중전골': '10,000', '낙곱볶음': '10,000'}"
18번완당집,분식,3.4,부산 중구 비프광장로 31 지하1층 (우)48953,2198,['매일 10:30 ~ 20:00'],"{'완당정식': '10,000', '완당세트': '10,000', '덮밥세트': '10,000', '쟁반모밀세트': '16,000', '냉모밀세트': '10,000', '완당': '7,500', '': ''}"
한양족발,"족발,보쌈",4.3,부산 동래구 명륜로94번길 18 1층 (우)47814,2109,['매일 12:00 ~ 04:00'],"{'족발(소)': '25,000', '냉채족발(중)': '35,000'}"
대정양곱창 본관,"곱창,막창",4.2,"부산 중구 중구로23번길 31 1,2층 (우)48979",2048,['매일 13:00 ~ 06:00'],"{'소금구이 (대)': '45,000', '소금구이 (중)': '40,000', '소금구이 (소)': '35,000', '양념구이 (소)': '35,000', '전골 (소)': '35,000'}"
뚱보집,한정식,3.4,부산 중구 중앙대로29번길 2-11 (우)48957,1968,['매일 11:00 ~ 22:50'],"{'두부정식': '4,000', '콩나물밥': '4,000', '보쌈 (소)': '18,000', '쭈꾸미구이': '18,000', '땡초쭈꾸미': '18,000'}"
쿠우쿠우 부산광복점,쿠우쿠우,2.4,부산 중구 구덕로 40 3층 (우)48953,1926,['매일 11:00 ~ 22:00'],"{'평일점심': '18,900', '평일저녁': '23,900', '주말/공휴일': '25,900', '초등학생': '13,900', '미취학아동': '6,000'}"
무궁화,한식,4.2,부산 수영구 황령산로8번길 5 (우)48265,1873,"['화~일 11:30 ~ 21:00', '화~일 휴게시간 15:00 ~ 17:00']","{'징기스칸(130g)': '30,000', '꽃등심(130g)': '30,000', '차돌백이(130g)': '25,000', '만두전골': '15,000', '국수전골': '13,000'}"
동화반점,중국요리,3.3,부산 중구 흑교로75번길 3 (우)48963,1787,"['월,수,목,금,토,일 11:30 ~ 21:00', '월,수,목,금,토,일 휴게시간 16:00 ~ 17:00']","{'자장면': '5,000', '짬뽕': '6,000', '유니자장': '7,500', '볶음밥': '6,500', '유산슬밥': '16,000'}"
부산원조꼼장어맛집 성일집,장어,3.8,부산 중구 대교로 103 (우)48943,1764,['매일 10:30 ~ 23:30'],"{'매운맛양념구이': '15,000', '소금구이': '15,000', '양념구이': '15,000'}"
대티물꽁,아구,4.6,부산 사하구 낙동대로135번안길 15 (우)49348,1750,['매일 12:00 ~ 22:00'],"{'대구뽈찜 (대)': '40,000', '대구뽈찜 (중)': '33,000', '대구뽈찜 (소)': '25,000', '아구찜 (대)': '40,000', '아구찜 (중)': '33,000', '아구찜 (소)': '25,000'}"
돌고래,두부전문점,3.0,부산 중구 중구로40번길 17 2층 (우)48947,1670,['매일 07:00 ~ 22:00'],"{'순두부백반': '7,000', '된장찌게백반': '7,000', '낙지볶음': '9,000', '수중전골': '10,000'}"
거인통닭,치킨,2.8,부산 중구 중구로47번길 34 1층 (우)48977,1630,"['월,화,수,목,토 12:00 ~ 22:00']","{'치킨': '24,000'}"
부평족발골목,먹자골목,5.0,부산 중구 부평2길 3 (우)48979,1625,['null'],{'null': 'null'}
옥생관,중국요리,3.4,부산 중구 대청로 66 (우)48978,1591,"['토 11:00 ~ 22:00', '월,수,목,금,토,일 휴게시간 15:00 ~ 16:00']","{'짜장면': '6,000', '간짜장': '7,000', '유니짜장': '8,000', '사천짜장': '7,000', '삼선짜장': '7,000', '삼선간짜장': '8,000', '': ''}"
물레방아즉석구이,"육류,고기",3.5,부산 중구 중앙대로41번길 11-1 (우)48956,1537,['매일 11:30 ~ 22:00'],"{'안금무(100g)': '28,000', '삼겹살(180g)': '8,000', '된장찌개': '5,000', '김치찌개': '5,000', '소금구이(120g)': '20,000'}"
부산숯불갈비,갈비,3.9,부산 중구 중구로48번길 9 (우)48946,1519,['매일 11:00 ~ 23:30'],"{'소갈비 (170g)': '30,000', '소양념갈비 (180g)': '27,000', '소불고기 (200g)': '20,000', 'LA갈비 (200g)': '20,000', '돼지생목살 (130g)': '10,000', '돼지양념목살 (200g)': '9,000', '': ''}"
양산집,국밥,196,부산 중구 중구로47번길 30 (우)48977,1391,"['월,수,목,금,토,일 10:00 ~ 19:30']","{'섞어': '9,500', '순대': '9,500', '수육 (소)': '25,000', '편육+수육 (소)': '30,000', '내장': '10,000'}"
화국반점,중국요리,2.5,부산 중구 백산길 3 (우)48955,1280,['화~일 11:30 ~ 22:00'],"{'유니짜장': '7,000', '삼선짬뽕': '7,000', '울면': '6,000', '볶음밥': '6,000', '탕수육(소)': '15,000'}"
백구당,"제과,베이커리",3.4,부산 중구 중앙대로81번길 3 (우)48929,1244,['토 08:00 ~ 22:00'],"{'크로이즌': '5,000', '파이만주': '7,000', '모찌모찌': '2,000', '고로게(크로켓)': '2,200', '보노미원두커피(HOT)': '2,000'}"
원산면옥,냉면,2.0,부산 중구 광복로 56-8 1층 (우)48953,1236,['매일 11:00 ~ 21:30'],"{'가오리회 (대)': '40,000', '가오리회 (소)': '25,000', '전골쟁반 (대)': '80,000', '전골쟁반 (소)': '55,000', '수육': '40,000', '온면': '11,000', '': ''}"
스타벅스 국제시장점,스타벅스,3.5,부산 중구 대청로 80 (우)48946,1166,"['토,일 09:00 ~ 22:00']","{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
일미기사식당,기사식당,0,부산 동래구 온천장로30번길 2 (우)47714,1112,['매일 00:00 ~ 24:00'],"{'돼지불백': '7,000', '낙지볶음': '7,000', '정식': '6,000', '갈비탕': '7,000', '육개장': '7,000'}"
그집곱도리탕 본점,"곱창,막창",2.6,부산 중구 충장대로5번길 56-2 (우)48936,1098,['토 12:00 ~ 19:30'],"{'곱도리탕 (4인분)': '52,000', '곱도리탕 (3인분)': '41,000', '곱도리탕 (2인분)': '30,000', '닭도리탕 (소)': '24,000', '곱창사리': '13,000'}"
홍유단 남포본점,중국요리,115,"부산 중구 구덕로34번길 5 2,3층 (우)48953",1050,['매일 11:10 ~ 22:30'],"{'찹쌀탕수육': '30,000', '크런키탕수육': '36,000', '류산슬': '38,000', '양장피': '38,000', '명품장육냉채': '53,000', '남포고추짜장': '9,500', '': ''}"
서울깍두기,한식,26,"부산 연제구 안연로 18 1,2층 (우)47565",1036,['매일 08:00 ~ 21:00'],"{'설렁탕': '11,000', '곰탕': '11,000', '도가니탕': '18,000', '수육(소)': '40,000', '도가니수육': '50,000'}"
롯데리아 부산비프광장점,롯데리아,3.5,부산 중구 구덕로 58-1 (우)48953,1035,['매일 05:00 ~ 04:00'],"{'힙&BEST팩': '24,000', 'NEW 홈패밀리팩': '20,800', '더블한우불고기 버거': '12,400', '더블 클래식치즈버거': '6,900', '더블 치킨버거': '5,500', '더블 데리버거': '4,500', '': ''}"
상짱,일식집,3.7,부산 중구 해관로 59-1 1층 (우)48930,996,"['월~토 11:45 ~ 20:30', '월~토 휴게시간 14:30 ~ 18:00']","{'새우튀김정식': '8,800', '바닷장어튀김정식': '9,900', '메이져튀김정식': '14,800', '상짱 특선정식': '19,800', '투게더튀김정식': '9,900', '로스텐정식': '9,800', '': ''}"
산복도로370,카페,4.0,부산 중구 망양로 370 (우)48917,990,"['월,수,목,금,토,일 13:00 ~ 22:00']","{'에스프레소': '4,500', '아메리카노': '5,000', '카페라떼': '5,500', '바닐라라떼': '6,000', '돌체라떼': '6,000', '아인슈페너': '6,500'}"
삼송초밥,"초밥,롤",3.2,부산 중구 광복로55번길 13 2층 (우)48947,987,"['월~토 11:00 ~ 21:00', '월~토 휴게시간 15:00 ~ 17:00']","{'장어구이': '60,000', '복지리': '30,000', '회덮밥': '15,000', '새우튀김덮밥': '15,000', '새우모듬튀김': '30,000', '광어초밥': '50,000'}"
돌쇠장작구이,"육류,고기",4.6,부산 중구 중앙대로 45-21 (우)48957,986,['월~토 16:30 ~ 21:40'],"{'깍두기(소안창살)(100g)': '10,000', '물냉면': '5,000', '된장찌게': '3,000', '공기밥': '1,000'}"
깡돼후야시장,갈비,4.1,부산 중구 부평1길 57 (우)48977,970,['화~일 12:00 ~ 23:00'],"{'돼,갈 후라이드(소)': '12,000', '돼,갈,후 양념(소)': '13,000', '돼,갈반반(중)': '18,000', '갈비 강정(중)': '18,000'}"
김해식당,아구,3.6,부산 중구 자갈치로 51-2 1층 (우)48983,956,['매일 09:00 ~ 21:00'],"{'생아구수육 (소)': '50,000', '아구찜 (소)': '30,000', '특아구탕': '14,000', '복국': '14,000', '아구탕': '10,000'}"
스타벅스 부산중앙역점,스타벅스,3.4,부산 중구 중앙대로81번길 2 (우)48929,932,['월~토 07:00 ~ 22:00'],"{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
제일산꼼장어,장어,3.6,부산 중구 자갈치해안로 65 (우)48984,923,['매일 10:00 ~ 24:00'],"{'산꼼장어 (국내산) (소금) (소)': '40,000', '산꼼장어 (국내산) (석쇠) (소)': '40,000', '산 꼼장어 (소) (미국산)': '30,000', '장어구이 (소)': '40,000', '새우구이 (소)': '20,000'}"
큰집,한정식,3.5,부산 중구 중구로24번길 19 (우)48947,870,['매일 11:00 ~ 21:00'],"{'큰집정식 (1인)': '12,500', '전복해물찜 (1인분)': '17,000', '꽃게찜 (1인분)': '14,000', '소고기버섯전골 (1인분)': '15,000', '전복소고기버섯전골 (1인분)': '21,000'}"
석기시대 본점,중국요리,3.8,부산 중구 동광길 75-1 1층 (우)48927,869,['월~토 15:00 ~ 22:00'],"{'오향장육 (소)': '19,000', '오향장육 (대)': '25,000', '군만두': '6,000', '찐만두': '6,000', '만두국': '6,000'}"
홍소족발,"족발,보쌈",3.3,부산 중구 광복로 21-2 (우)48979,830,['매일 12:00 ~ 01:00'],"{'반반불족 (대)': '45,000', '반반불족 (중)': '35,000', '반반냉채 (대)': '50,000', '반반냉채 (중)': '40,000', '족발 (대)': '40,000', '족발 (중)': '35,000', '': ''}"
