Name,Category,Rate,Address,Traffic,Time,Menu
클레이디,양식,0,부산 동구 조방로 14 (우)48741,2598,['null'],{'null': 'null'}
소문난불백,"불고기,두루치기",2.5,부산 동구 초량로 36 (우)48800,2481,['매일 00:00 ~ 24:00'],"{'불백정식': '9,000', '시골밥상': '8,000', '돼지찌개': '8,000', '오뎅정식': '8,000', '대구탕': '10,000'}"
스타벅스 부산역점,스타벅스,3.6,부산 동구 중앙대로 216 교원빌딩 1층 (우)48733,2472,"['토,일 08:00 ~ 22:00']","{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
평산옥,"육류,고기",4.1,부산 동구 초량중로 26 (우)48818,2097,['월~토 10:00 ~ 20:00 (재료소진시 조기마감)'],"{'국수': '3,000', '수육 (1인분)': '10,000', '열무국수': '4,000'}"
감포참가자미,회,4.0,부산 동구 범일로102번길 16-20 (우)48744,2088,['매일 10:00 ~ 22:00'],"{'이시가리+참가자미 (1인)': '40,000', '참가자미 (1인)': '30,000', '활전복구이': '50,000', '참가자미물회 (보통)': '18,000', '전복참가자미미역국': '18,000'}"
조방낙지 범일직영점,"해물,생선",3.5,부산 동구 조방로 21 1층 (우)48744,2072,['매일 11:00 ~ 23:00'],"{'낙지볶음': '7,500', '낙새볶음': '8,500', '낙곱새볶음': '9,500', '산낙지회 (소)': '30,000', '낙지탕탕': '35,000'}"
태성당,"제과,베이커리",3.7,부산 동구 중앙대로296번길 3-5 1층 (우)48730,2042,['null'],{'null': 'null'}
초량온당,"제과,베이커리",4.4,부산 동구 초량중로 135 1층 (우)48794,2040,['화~토 12:00 ~ 19:00'],"{'에그타르트': '2,500', '뉴욕치즈크럼블': '4,500', '슈크림 크로와상': '3,300', '라즈베리치즈머핀': '3,300', '시나몬버터토스트': '2,500'}"
석화한정식,한정식,2.4,부산 동구 조방로 21 7층 (우)48744,1988,['매일 12:00 ~ 22:00'],"{'불고기반상': '19,000', '제육반상': '17,000', '석화 고향 한정식': '38,000', '석화특정식': '68,000', 'LA갈비': '30,000'}"
영동밀면영동국밥,국수,3.9,부산 동구 중앙대로209번길 12 (우)48816,1986,['월~토 10:00 ~ 22:00'],"{'돼지국밥': '9,000', '순대국밥': '9,000', '수육백반': '11,000', '비빔,물밀면(소)': '6,000', '비빔,물밀면(대)': '6,500', '수육(소)': '22,000', '': ''}"
참숯골,갈비,3.4,부산 동구 조방로49번길 25 (우)48744,1955,['매일 11:30 ~ 22:00'],"{'한우등심': '29,000', '한우모듬소금구이': '29,000', '생갈비': '27,000', '갈비살': '23,000', '갈비살양념구이': '20,000'}"
홍성방 본관,중국요리,2.8,부산 동구 중앙대로179번길 1 (우)48820,1919,['매일 11:00 ~ 21:00'],"{'짜장면': '7,000', '해물짬뽕': '9,000', '물만두': '7,000', '닭튀김': '28,000', '깐풍새우': '35,000'}"
초량845,카페,2.9,부산 동구 망양로533번길 8 (우)48717,1910,"['월,화,목,금,토,일 11:00 ~ 21:00']","{'아메리카노': '5,000', '카페라떼': '5,500', '아포카토c': '7,000', '초량제라떼 c': '7,000', '릴렉싱 티톡스': '7,000', '캔디소다 c': '6,000', '': ''}"
스타벅스 부산역라마다점,스타벅스,3.9,부산 동구 중앙대로196번길 10 (우)48821,1821,"['금,토 07:00 ~ 22:00']","{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
신선식당,한식,3.6,부산 동구 조방로49번길 13 제일아파트 상가 1층 (우)48738,1712,"['월~토 10:30 ~ 23:00', '월~토 휴게시간 15:30 ~ 16:40']","{'대구탕': '10,500', '생선구이': '10,500', '알탕': '10,500', '복국': '10,500', '동태탕': '9,000'}"
홍성방 본점,중국요리,3.8,부산 동구 중앙대로179번길 16 (우)48818,1700,['매일 11:00 ~ 21:30'],"{'물만두 (소)': '7,000', '새우볶음밥 (소)': '8,000', '자장면 (소)': '5,000', '오향장육 (소)': '25,000', '야채쇠고기볶음': '35,000'}"
우리돼지국밥,국밥,3.8,부산 동구 초량로 27-1 (우)48814,1589,['매일 00:00 ~ 24:00'],"{'모듬수육 (소)': '25,000', '돼지국밥': '8,000', '따로국밥': '8,000', '수육백반': '9,000', '순대 (반접시)': '5,000'}"
브라운핸즈 백제점,커피전문점,3.2,부산 동구 중앙대로209번길 16 (우)48816,1430,['매일 10:00 ~ 21:30'],"{'아메리카노': '5,500', '카페 라떼': '6,000', '생초코 라떼': '6,800', '자몽 주스': '8,500'}"
초량불백,"불고기,두루치기",3.0,부산 동구 초량로 36 (우)48800,1406,['null'],"{'불백정식': '10,000', '시골밥상': '7,000', '돼지찌개': '7,000', '오뎅정식': '7,000', '대구탕': '8,000', '두부김치': '14,000'}"
코소롱 제주참숯생고기전문점,"육류,고기",62,부산 동구 조방로 39-11 (우)48738,1382,['매일 12:00 ~ 01:30'],"{'제주모듬 (중)': '39,000', '제주생오겹살 (130g)': '9,500', '제주생삼겹살 (130g)': '9,500', '제주생고기 (130g)': '9,500', '양념돼지갈비 (200g)': '9,500'}"
부경불백,한식,3.8,부산 동구 구봉로 2 (우)48800,1159,['매일 00:00 ~ 24:00'],"{'돼지불백': '10,000', '치즈불백': '11,000', '생오리주물럭': '40,000', '생오리소금구이': '40,000', '오리훈제구이': '40,000', '삼겹살 (130g)': '8,000', '': ''}"
초량숯불갈비,갈비,3.7,부산 동구 초량로 17-7 (우)48815,1110,['매일 11:30 ~ 23:00'],"{'돼지갈비 (150g)': '9,000', '생목살 (150g)': '9,000', '생삼겹살 (150g)': '9,000', '생갈매기살 (150g)': '10,000', '된장국수': '4,000'}"
사해방,중국요리,2.6,부산 동구 중앙대로195번길 14 1층 (우)48816,1103,['매일 11:00 ~ 21:00'],"{'냉짜장면': '5,000', '유니짜장': '5,000', '삼선우동': '7,000', '간짜장': '7,000', '사천짜장면': '7,000', '점심특선A': '12,000', '': ''}"
마가만두,중국요리,4.0,부산 동구 대영로243번길 56 1층 (우)48818,1029,"['매일 11:00 ~ 21:00', '매일 휴게시간 15:00 ~ 16:00']","{'물만두': '7,000', '찐만두': '7,000', '탕수육': '25,000', '깐풍기': '28,000', '볶음밥': '7,000'}"
성북고개식당,한식,0,부산 동구 망양로 853 (우)48704,1000,['null'],{}
일품향,중국요리,4.1,부산 동구 대영로243번길 22 (우)48820,891,['매일 11:00 ~ 21:30'],"{'오향장육': '30,000', '팔보채': '45,000', '양장피': '40,000', '난자완스': '40,000', '깐풍새우': '47,000', '라조기': '30,000', '': ''}"
신창국밥 부산역점,국밥,2.8,부산 동구 중앙대로214번길 3-4 (우)48733,868,['매일 07:00 ~ 23:00'],"{'수육백반': '10,000', '돼지국밥': '7,500', '수육 (모듬) (중)': '25,000', '순대 (한접시)': '10,000', '오소리 감투 (한접시)': '10,000', '신창전골 (중)': '25,000'}"
완도바다가득히부산경남지사,농축산,0,경남 창원시 진해구 중원로 47-1 (우)51677,841,['null'],{'null': 'null'}
카페편안,카페,4.6,부산 동구 증산북로13번길 6 (우)48762,812,['매일 12:00 ~ 22:00'],"{'아메리카노': '4,500', '카페라떼': '5,300', '오로라에이드': '5,500', '자두에이드': '5,500', '달고나라떼': '6,500'}"
장성향,중국요리,2.8,부산 동구 대영로243번길 29 (우)48820,778,['매일 11:30 ~ 21:30'],"{'삼선볶음밥': '8,000', '찐만두 (소)': '7,000', '간짜장': '7,000', '오향장육 (소)': '28,000', '짬뽕국물': '12,000'}"
롯데리아 부산역점,롯데리아,2.4,부산 동구 중앙대로 201 (우)48816,777,['매일 00:00 ~ 24:00'],"{'힙&BEST팩': '24,000', 'NEW 홈패밀리팩': '20,800', '더블한우불고기 버거': '12,400', '더블 클래식치즈버거': '6,900', '더블 치킨버거': '5,500', '더블 데리버거': '4,500', '': ''}"
육전밀면 부산역본점,국수,2.2,부산 동구 중앙대로221번가길 5 1층 (우)48815,764,['매일 09:00 ~ 20:30'],{'null': 'null'}
텐이몽,중국요리,2.2,부산 동구 자성로133번길 10 (우)48742,741,"['매일 11:30 ~ 22:00', '매일 휴게시간 15:00 ~ 17:00']","{'텐이몽해물짜장': '7,000', '중국식짬뽕': '10,000', '베이컨새우볶음밥': '9,000', '잡채밥': '9,000', '마늘탕수육': '28,000'}"
고관해물탕,"매운탕,해물탕",3.0,부산 동구 중앙대로349번길 38 (우)48791,739,['매일 11:00 ~ 22:00'],"{'고관해물탕 (소)': '40,000', '대하구이 (5마리)': '15,000'}"
천백돈까스,"돈까스,우동",2.7,부산 동구 초량상로 124 (우)48796,702,['월~토 10:30 ~ 18:30 (밥 소진시 조기마감)'],"{'우동': '4,500', '떡국': '5,000', '떡만두국': '5,000', '냉면': '5,000', '비빔냉면': '5,000', '비빔밀면': '5,000', '': ''}"
다께,일식집,3.3,부산 동구 범일로102번길 12 (우)48744,702,['매일 11:30 ~ 22:00'],"{'생선회세트 A': '40,000', '생선회세트 B': '30,000', '생선초밥세트': '30,000', '튀김세트': '30,000', '냄비세트(참복)': '40,000'}"
커피텍로스터스 TIM범일본점,"차,커피",3.3,"부산 동구 자성로133번길 10 1,2층 (우)48742",673,['null'],{'null': 'null'}
범일빈대떡,한식,4.0,부산 동구 중앙대로 519 (우)48723,659,['매일 15:00 ~ 24:00'],"{'빈대떡': '10,000', '파전': '12,000'}"
고려홍삼삼계탕 본점,삼계탕,2.3,부산 동구 범일로102번길 16-9 승원빌딩 1층 (우)48744,651,['매일 10:00 ~ 22:00'],"{'천하장사 력삼계탕': '16,000', '미스코리아 미삼계탕': '15,000', '자신만만 홍삼삼계탕': '13,000', '옻바다한방삼계탕': '17,000', '전복홍삼 소갈비탕': '15,000'}"
던킨 부산역라마다점,던킨,3.9,"부산 동구 중앙대로196번길 10 부산역라마다앙코르호텔 104호,205호,206호 (우)48821",612,['매일 07:00 ~ 23:00'],"{'올스타 도넛세트': '15,800', '버라이어티 10팩': '18,400', '내쉬빌핫치킨버거': '5,500', '해피 먼치킨컵 10EA': '5,000', '커피&도넛 트윈세트': '18,200', '글레이즈드팩(6개입))': '9,000'}"
대수정,한식,2.3,부산 동구 자성로133번길 46 (우)48739,597,['null'],"{'돌솥밥정식 (1인)': '10,000', '한우따닥정식 (1인)': '21,000', '돈불고기 (중)': '20,000', '한우불고기 (중)': '35,000', '한우따닥': '25,000'}"
카페 네살차이,디저트카페,4.1,부산 동구 중앙대로 447-1 1층 (우)48725,584,"['화,수,금,토,일 12:00 ~ 20:00']","{'커피': '5,000', '카페오레': '5,000', '커스터드푸딩': '4,500', '홍차푸딩': '4,500', '말차.코코아파운드케이크': '4,000'}"
송원감자탕전문,감자탕,3.4,"부산 동구 초량로 3-1 1,2층 (우)48815",549,['매일 17:00 ~ 22:00'],"{'감자탕(소)': '28,000', '감자탕(중)': '34,000', '감자탕(대)': '40,000', '감자탕(특대)': '50,000', '감자탕(왕)': '50,000'}"
설빙 부산범일점,설빙,3.8,부산 동구 범일로102번길 14 조방빌딩 1층 (우)48744,546,['월~토 10:00 ~ 23:00'],"{'인절미설빙': '8,900'}"
길세이로무시 범일점,일식,2.8,부산 동구 범일로102번길 16-6 1층 (우)48744,546,['월~토 11:30 ~ 22:30'],"{'참치 사시미(소)': '50,000', '연어 사시미': '30,000', '광어 사시미': '30,000', '치킨가라아게': '18,000', '나가사키짬뽕탕': '20,000'}"
유연생고기전문점,"육류,고기",3.5,부산 동구 조방로 41 MK빌딩 1층 (우)48738,543,['매일 11:00 ~ 23:00'],{'null': 'null'}
정미집,오리,5.0,부산 동구 안창로77번가길 5 (우)48700,542,['매일 11:00 ~ 22:00'],"{'생오리불고기': '35,000', '생오리소금구이': '35,000', '한방오리백숙': '45,000', '옻오리백숙': '50,000', '토종닭한방백숙': '45,000', '옻 토종닭백숙': '50,000'}"
스타벅스 범일동일타워점,스타벅스,4.0,부산 동구 조방로 14 (우)48741,539,"['토,일 09:00 ~ 21:00']","{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
양지아구찜,아구,4.3,부산 동구 초량중로 96 1층 (우)48798,526,"['토,일 11:30 ~ 23:00']","{'아구찜 (소)': '32,000', '아구찜 (중)': '40,000', '아구찜 (대)': '47,000', '섞어찜 (소)': '37,000', '꽃게찜 (소)': '35,000'}"
제주가 부산역직영점,"굴,전복",4.2,부산 동구 중앙대로196번길 6-9 1층 (우)48821,523,['매일 08:30 ~ 20:30'],"{'전복죽': '12,000', '옥돔구이': '12,000', '생전복성게국': '17,000', '성게국': '12,000', '전복해물뚝배기': '16,000', '해물뚝배기': '12,000', '': ''}"
수정,문화유적,4.3,부산 동구 홍곡로 75 (우)48785,514,['화~일 10:00 ~ 17:00'],{'null': 'null'}
장수촌순대돼지국밥,국밥,1.8,부산 동구 중앙대로 534 (우)48726,490,['매일 00:00 ~ 24:00'],"{'돼지국밥': '8,000', '내장국밥': '9,000', '섞어국밥': '8,500', '수육백반': '11,000', '순대&수육(중)': '28,000'}"
투썸플레이스 부산역점,투썸플레이스,1.7,부산 동구 중앙대로 201 (우)48816,475,['매일 07:30 ~ 23:00'],{}
블랙웍,중국요리,2.9,부산 동구 중앙대로 297 씨젠의료재단빌딩 1층 (우)48792,432,['월~토 11:30 ~ 20:30'],"{'탕수육': '25,000', '칠리새우': '26,000', '유산슬': '25,000', '자연송이안심': '38,000', '해산물 누룽지탕': '38,000'}"
초량해칼국수 본점,칼국수,4.3,부산 동구 중앙대로231번길 15 (우)48815,429,['매일 10:30 ~ 21:00'],{'null': 'null'}
화교대반점,중국요리,3.0,부산 동구 대영로243번길 42 (우)48818,423,"['매일 11:00 ~ 21:00', '매일 휴게시간 14:30 ~ 17:00']","{'해삼전복': '120,000', '전가복': '80,000', '새우칠리소스': '35,000', '난자완즈': '30,000', '자장면': '5,000'}"
조선화로집 부산범일점,"육류,고기",5.0,부산 동구 조방로 19 1층 (우)48744,401,['매일 11:00 ~ 22:00'],"{'목살 명품구이': '11,900', '꽃갈비': '11,900', '황제갈비살': '14,900', '보석살': '16,900', '안창꽃살': '16,900'}"
대게천국,"게,대게",3.1,부산 동구 조방로 39-7 (우)48738,401,['null'],"{'특선회 (소)': '60,000', '홍게 (1kg)': '변동가격', '대게 (1kg)': '변동가격', '킹크랩 (1kg)': '변동가격', '랍스타 (1kg)': '변동가격'}"
EU피자&파스타 서면본점,피자,3.1,부산 부산진구 중앙대로680번길 29 1층 (우)47296,395,['매일 11:00 ~ 24:00'],{'null': 'null'}
양지아구찜,아구,4.3,부산 동구 초량중로 96 1층 (우)48798,372,"['토,일 11:30 ~ 23:00']","{'아구찜 (소)': '32,000', '아구찜 (중)': '40,000', '아구찜 (대)': '47,000', '섞어찜 (소)': '37,000', '꽃게찜 (소)': '35,000'}"
대지숯불갈비,갈비,4.4,부산 동구 범일로89번길 11 (우)48735,353,['월~토 11:30 ~ 22:00'],"{'돼지갈비 (1인분)': '12,000', '삼겹살(1인분)': '12,000', '된장찌개 (공기밥)': '2,500'}"
투썸플레이스 범일동점,투썸플레이스,2.2,부산 동구 범일로 102 (우)48738,345,"['토,일 09:00 ~ 21:00']",{}
이어도대구탕물회,"매운탕,해물탕",4.4,부산 동구 중앙대로236번길 10 (우)48733,343,['매일 10:00 ~ 22:00'],"{'대구탕': '10,000', '대구양념구이': '12,000', '물회': '13,000', '회덮밥': '9,000', '생선회(소)': '30,000'}"
금수각,중국요리,4.4,부산 동구 초량로 119 (우)48809,339,['월~토 10:30 ~ 21:30'],"{'탕수육 (소)': '21,000', '짜장면': '5,000', '짬뽕': '8,000', '볶음밥': '8,000', '잡채밥': '8,000'}"
뚜레쥬르 부산진역점,뚜레쥬르,2.4,부산 동구 중앙대로 373 (우)48788,318,['null'],"{'빵긋랜덤박스': '15,000', 'BELT샌드위치': '6,500', '추억의 사라다고로케': '3,600', '그랑드카페 아이스아메리카노': '3,500', '딸기와 우유생크림 2호': '30,000'}"
가미스시,"초밥,롤",3.8,부산 동구 자성공원로 23-11 (우)48745,316,['월~토 11:30 ~ 22:00'],"{'참다랑어 뱃살 (1P)': '4,000', '우럭구이': '10,000', '침조기구이': '9,000', '나가사키짬뽕': '6,000', '왕새우 (1P)': '1,900'}"
카페린,카페,4.8,부산 동구 초량중로 103 (우)48797,311,['매일 10:00 ~ 22:00'],"{'에스프레소': '4,000', '아메리카노(HOT)': '4,000', '카페라떼': '4,500', '카페모카': '5,000', '바닐라라떼': '5,000'}"
신발원 신관,중국요리,5.0,부산 동구 대영로243번길 64 (우)48818,306,['매일 10:30 ~ 19:30'],{'null': 'null'}
자유관,중국요리,2.6,부산 동구 중앙대로 324 (우)48729,304,['매일 09:00 ~ 20:30'],{'null': 'null'}
덕미생선구이,"해물,생선",3.5,부산 동구 중앙대로221번길 32 (우)48815,301,['월~토 11:00 ~ 21:30'],"{'모듬구이 (3인상)': '35,000', '모듬구이 (2인상)': '24,000', '조기매운탕 (2인상)': '24,000', '갈치찌개 (2인상)': '24,000', '알탕 (2인상)': '22,000'}"
목구멍 초량점,목구멍,4.2,부산 동구 초량중로 105-2 (우)48797,288,['월~토 15:30 ~ 24:00'],{}
창현수산,회,4.5,부산 동구 범일로89번길 37 1층 (우)48735,284,['null'],"{'코스 1인': '70,000', '모듬회 (중)': '70,000', '대방어': '변동가격', '도다리': '변동가격', '이시가리': '변동가격'}"
루반도르 본점,"제과,베이커리",2.6,부산 동구 중앙대로 375-1 (우)48788,268,['매일 09:00 ~ 23:00'],"{'크림치즈 팥빵': '2,500', '크림빵': '2,200'}"
맛나감자탕 부산초량점,감자탕,4.6,부산 동구 초량상로 98 (우)48797,267,['매일 11:00 ~ 23:00'],"{'맛나감자탕': '29,000', '해물뼈찜': '37,000', '뼈해장국': '9,500', '맛나뼈찜': '34,000', '어린이 영양밥': '3,000', '공기밥': '1,000', '': ''}"
밀양순대돼지국밥,국밥,5.0,부산 동구 중앙대로332번길 7 1층 (우)48729,263,['null'],{'null': 'null'}
서울깍두기,한식,26,"부산 연제구 안연로 18 1,2층 (우)47565",263,['매일 08:00 ~ 21:00'],"{'설렁탕': '11,000', '곰탕': '11,000', '도가니탕': '18,000', '수육(소)': '40,000', '도가니수육': '50,000'}"
하누소뒷고기 범일점,"육류,고기",4.0,부산 동구 조방로49번길 9 1층 (우)48738,262,['화~토 12:00 ~ 23:00'],"{'한우 뒷고기': '12,000', '한우 갈비뒷고기': '15,000', '한우 최상급등심': '25,000', '한우 안창살': '25,000', '한우 눈꽃갈비살': '30,000', '한우 황금새우살': '30,000', '': ''}"
장어촌,장어,4.7,부산 동구 조방로49번길 29 1층 (우)48744,259,['매일 12:00 ~ 23:00'],"{'자연산 바다장어 소금구이(1kg)': '35,000', '자연산 바다장어 양념구이 (대)': '50,000', '자연산 바다장어 양념구이 (중)': '40,000', '곰장어 소금구이 (대)': '50,000', '곰장어 소금구이 (중)': '40,000', '곰장어 양념구이 (대)': '50,000', '': ''}"
날마다대박나는집 범일점,삼겹살,5.0,부산 동구 조방로 10 (우)48743,252,['매일 00:00 ~ 24:00'],"{'산더미 오리불고기': '35,000', '대박 대패삼겹살(90g)': '3,500', '흑돼지 대패(100g)': '4,000', '명품 눈꽃삼겹살(100g)': '7,500', '한우 차돌박이(100g)': '12,000'}"
소문난주문진막국수,국수,3.0,부산 동래구 사직로58번길 8 (우)47865,19814,['매일 11:00 ~ 21:30'],"{'막국수': '11,000', '비빔막국수': '12,000', '수육 (대)': '30,000', '수육 (소)': '25,000'}"
박해윤통영해물밥상,"해물,생선",2.5,부산 동래구 연안로 38 (우)47905,14101,"['매일 11:00 ~ 22:00', '매일 휴게시간 15:00 ~ 16:00']","{'추천\n해물밥상': '19,000', '굴 매생이탕 (식사)': '15,000', '낙지 샤브탕 (식사)': '15,000', '생굴낙지 샤브탕 (계절메뉴)': '15,000', '전복낙지샤브탕': '18,000', '보리굴비밥상': '25,000', '': ''}"
타이빈,태국음식,3.4,부산 동래구 금강로73번길 12 1~3층 (우)47706,13756,"['매일 11:00 ~ 21:50', '토,일 휴게시간 16:00 ~ 17:00']","{'마사만 느어': '19,000', '마사만 까이': '19,000', '껭뎅': '15,000', '카오팟 사빠롯': '18,000', '카오팟 똠얌': '15,000'}"
배종관동래삼계탕,삼계탕,3.7,부산 동래구 동래로116번길 39 (우)47809,12571,['null'],"{'궁중약계탕': '18,000', '동래삼계탕': '16,000'}"
맥도날드 오산DT점,맥도날드,2.1,경기 오산시 경기대로 170 (우)18144,12519,['매일 00:00 ~ 24:00'],{}
세연정 동래점,갈비,2.3,부산 동래구 충렬대로 149 (우)47734,10977,['매일 11:30 ~ 22:00'],"{'(특)갈비살 (150g)': '26,000', '(특)갈비살양념구이 (250g)': '25,000', '생 갈비살 소금구이 (180g)': '23,000', '우삼겹 (200g)': '17,000', '양념갈비 3대 (470-500g)': '25,000'}"
스타벅스 동래미남DT점,스타벅스,4.3,부산 동래구 충렬대로 101 (우)47731,9001,['매일 07:00 ~ 23:00'],"{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
스타벅스 부산안락DT점,스타벅스,3.9,부산 동래구 충렬대로 446 (우)47891,8722,"['금,토 07:00 ~ 23:00']","{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
아웃백스테이크하우스 동래점,아웃백스테이크하우스,4.4,부산 동래구 온천장로 20 신화타워아파트 3층 (우)47714,8470,['매일 11:30 ~ 21:00'],"{'홈파티 4인세트 2': '150,900', '짐붐바 스테이크 3인세트': '85,900', '갈릭립아이 스테이크 2인세트': '70,900', '카카두 김치 그릴러 2인세트': '55,900', '투움바 파스타': '25,900', '오지치즈후라이즈(미듐)': '10,900'}"
맥도날드 부산온천SK DT점,맥도날드,2.7,부산 동래구 충렬대로 121 (우)47733,8059,['매일 00:00 ~ 24:00'],{}
영남식육식당 동래점,"육류,고기",4.3,부산 동래구 명륜로112번가길 51 (우)47808,7282,"['매일 11:50 ~ 22:50', '매일 휴게시간 15:00 ~ 16:30']","{'깍둑등심 (110g)': '39,000', '특소금구이 (110g)': '37,000', '냉면(물,비빔)': '7,000', '소금구이 (110g)': '35,000', '양념갈비 (150g)': '32,000'}"
303화덕 동래점,이탈리안,3.4,부산 동래구 차밭골로 37 (우)47706,6947,['매일 11:00 ~ 21:00'],"{'303 샐러드': '10,900', '마이너 까르보나라': '15,900', '뽀모도로': '13,900', '알리오 올리오': '12,900', '감베리 크레마': '17,900'}"
봉평막국수 동래본점,한식,3.6,부산 동래구 충렬대로 218 (우)47817,6701,['매일 11:00 ~ 21:00'],"{'추천\n막국수': '10,000', '추천\n물비빔막국수': '11,000', '하가원 콩국수': '10,000', '들깨칼국수': '10,000', '갈비탕': '15,000', '돌판비빔밥': '11,000', '': ''}"
맥도날드 부산사직DT점,맥도날드,2.3,부산 동래구 아시아드대로 110 (우)47845,6368,['매일 07:00 ~ 24:00'],{}
부바스 온천천점,양식,2.9,부산 동래구 온천천로457번길 4 (우)47900,6301,['매일 10:00 ~ 24:00'],"{'단호박피자': '12,900', '에그베네딕트': '11,900', '부바콘': '5,900'}"
금수복국 동래점,복어,3.1,부산 동래구 충렬대로 210 (우)47817,6192,['매일 00:00 ~ 24:00'],"{'커플세트': '15,000', '복사시미': '150,000', '철판복불고기': '28,000', '복껍질무침': '15,000', '복회무침': '30,000', '복껍질튀김': '23,000', '': ''}"
영남식육식당 안락점,"육류,고기",2.3,부산 동래구 충렬대로 406 (우)47889,6168,['매일 11:30 ~ 22:00'],"{'40일숙성한우(120g)': '33,000', '생갈비(200g)': '45,000', '양념갈비(220g)': '35,000', '육사시미(200g)': '30,000', '육회(200g)': '30,000', '제비추리(120g)': '32,000', '': ''}"
신가네호떡김밥떡볶이,분식,3.5,부산 동래구 충렬대로249번길 61 (우)47810,5966,['매일 11:00 ~ 23:00'],"{'만두 (1인분)': '2,000', '떡볶이 (1인분)': '3,000', '김밥 (1줄)': '2,000', '찹쌀호떡': '800', '꼬불이 오뎅 (3개)': '2,000'}"
금강만두 직영점,분식,3.1,부산 동래구 사직북로5번길 11 1층 (우)47865,5923,['매일 11:00 ~ 20:30'],"{'충무세트': '10,000', '육개장': '10,000', '물만두': '6,000', '찐만두': '6,000', '만두백반': '9,000', '만두국': '8,000', '': ''}"
하나돈까스 온천점,하나돈까스,4.0,부산 동래구 금강로 67 (우)47706,5916,['매일 11:30 ~ 22:00'],{}
진국명가 온천천점,"육류,고기",2.7,부산 동래구 온천천로 361 (우)47903,5707,['매일 10:30 ~ 22:00'],"{'양념 돼지갈비 (1인분)': '18,000', '철판파삼겹과 항아리수제비 (1인분)': '16,000', '돼지국밥': '8,500', '순대국밥': '9,000', '섞어국밥': '9,000', '밀면(물/비빔)': '7,000'}"
동래밀면 본점,냉면,3.9,부산 동래구 명륜로 47 (우)47818,4931,['매일 10:00 ~ 05:00'],"{'밀면': '7,000', '비빔밀면': '7,000', '들깨손칼국수': '8,000', '웰빙손칼국수': '7,000', '왕만두': '6,000'}"
소문난원조조방낙지 본점,"해물,생선",4.1,부산 동래구 명륜로94번길 37 (우)47808,4719,['화~일 10:30 ~ 21:30'],"{'낙새 (2인이상)': '11,000', '낙곱 (2인이상)': '11,000', '낙곱새 (2인이상)': '11,000', '낙지 (1인)': '10,000', '새우 (1인)': '12,000', '곱창': '12,000'}"
투썸플레이스 부산온천천점,투썸플레이스,3.0,부산 동래구 온천천로 329 2층 (우)47887,4609,['매일 09:00 ~ 23:00'],{}
목화기사식당,기사식당,4.3,부산 동래구 차밭골로 19-1 (우)47713,4494,['null'],"{'돼지고기': '7,000', '육개장': '7,000', '낙지볶음': '7,000', '정식': '6,500', '김치찌개': '6,500'}"
상무초밥 부산동래점,"초밥,롤",3.6,부산 동래구 명륜로 138 (우)47808,3491,['매일 11:00 ~ 22:00'],{'null': 'null'}
원조꼬리곰집,곰탕,37,부산 동래구 온천장로 52 (우)47711,3447,['화~일 08:30 ~ 21:30'],"{'꼬리수육': '90,000', '모듬수육': '85,000', '도가니수육': '60,000', '한우꼬리탕': '34,000', '특꼬리탕': '30,000'}"
파나카F,카페,4.1,부산 동래구 금정마을로 54 (우)47718,3331,"['월,수,목,금,토,일 11:00 ~ 22:00']","{'아메리카노': '4,500', '카페라떼': '5,000', '아인슈페너': '6,000', '초코라떼': '6,000', '민트초코': '6,000'}"
더도이종가집돼지국밥 사직점,국밥,3.0,부산 동래구 아시아드대로 114 (우)47845,3299,['매일 00:00 ~ 24:00'],"{'따로돼지국밥': '8,500', '따로순대국밥': '8,500', '따로내장국밥': '8,500', '따로섞어국밥': '8,500', '보양국밥': '12,000'}"
희망통닭,치킨,2.9,부산 동래구 명륜로98번길 94 (우)47813,3074,['화~일 11:00 ~ 00:30'],"{'통구이': '17,000', '후라이드': '17,000', '양념통닭': '18,000', '반반통닭': '18,000', '닭똥집(소)': '9,000'}"
