순위,업소명,주소,분류,검색량
95,계곡산장,부산 북구 구만덕로59번길 46-0,한식,565
95,두울원화명점,부산 북구 화명대로12번길 48-0,한식,565
95,오케이도매횟집화명점,부산 북구 화명대로 67-0,전문음식,565
98,오미정아구찜,부산 북구 용당로15번길 21-0,한식,560
99,금빛코다리본점,부산 북구 만덕대로 52-0,한식,549
100,만석꾼풍천산삼민물장어,부산 북구 금곡대로 206-0,전문음식,544
1,합천일류돼지국밥,부산 사상구 광장로 34-0,한식,37581
2,할매재첩국,부산 사상구 낙동대로1530번길 20-15,한식,19207
3,최뼈다구해장국2호점,부산 사상구 광장로 22-0,한식,18484
4,오르디,부산 사상구 대동로107번길 17-0,카페/찻집,13147
5,스타벅스사상주례DT점,부산 사상구 백양대로 520-0,카페/찻집,10344
6,VSANT,부산 사상구 강변대로 420-7,카페/찻집,9750
7,스타벅스동서대DT점,부산 사상구 가야대로 338-0,카페/찻집,9626
8,대궐안집,부산 사상구 광장로 68-0,한식,9525
9,외식1번가서부산점,부산 사상구 농산물시장로 36-0,한식,9413
10,스타벅스삼락강변DT점,부산 사상구 낙동대로 1306-0,카페/찻집,9058
11,맥도날드부산엄궁DT점,부산 사상구 낙동대로 745-0,간이음식,8321
12,풍원장엄궁점,부산 사상구 강변대로 420-7,한식,7446
13,초원농원삼락본점,부산 사상구 낙동대로 1498-0,한식,7118
14,우디브룩,부산 사상구 학감대로 2-0,카페/찻집,6504
15,최뼈다구해장국1호점,부산 사상구 광장로 95-1,한식,6440
16,곰보식당,부산 사상구 낙동대로 1564-0,한식,5915
17,사천게장집,부산 사상구 낙동대로1518번길 27-0,전문음식,5294
18,투썸플레이스부산백양대로점,부산 사상구 백양대로 655-0,카페/찻집,4896
19,스타벅스사상엄궁DT점,부산 사상구 낙동대로 744-0,카페/찻집,4493
20,할리스부산백양대로점,부산 사상구 백양대로 621-0,카페/찻집,3941
21,해물왕창칼국수,부산 사상구 사상로 316-0,한식,3549
22,맥도날드주례점,부산 사상구 가야대로 368-0,간이음식,3368
23,클래식캠퍼,부산 사상구 대동로 224-0,카페/찻집,3311
24,종가집돼지국밥학장점,부산 사상구 학감대로 141-0,한식,2589
25,카페바이버,부산 사상구 학감대로191번길 16-0,카페/찻집,2380
26,양산도집직영점,부산 사상구 낙동대로 799-34,전문음식,2375
27,도리원,부산 사상구 엄궁로 8-0,한식,2353
28,샤브향주례개금점,부산 사상구 가야대로 384-0,전문음식,2227
29,쿼피집,부산 사상구 사상로356번길 16-0,카페/찻집,2179
30,합천돼지국밥,부산 사상구 사상로309번길 7-0,한식,2174
31,이가네칼국수밀면,부산 사상구 광장로 27-0,한식,2165
32,맛찬들왕소금구이사상점,부산 사상구 광장로81번길 30-0,한식,2128
33,명륜진사갈비부산사상점,부산 사상구 사상로 233-0,한식,2111
34,롯데리아부산사상점,부산 사상구 사상로 211-0,간이음식,2105
35,텐퍼센트커피사상공구상가점,부산 사상구 광장로20번길 9-0,카페/찻집,1879
36,스타벅스사상역점,부산 사상구 사상로 211-0,카페/찻집,1825
37,투썸플레이스주례역점,부산 사상구 가야대로 300-0,카페/찻집,1790
38,미조리초밥,부산 사상구 광장로 60-0,외국식,1769
39,사상꼬리집,부산 사상구 사상로233번길 34-0,한식,1700
40,하동재첩국,부산 사상구 낙동대로1518번길 33-0,한식,1689
41,착한낙지사상직영점,부산 사상구 광장로 25-0,전문음식,1681
42,돈돈촌신모라점,부산 사상구 백양대로 887-26,한식,1629
43,경성코페사상점,부산 사상구 백양대로 659-0,카페/찻집,1589
44,샤브향부산모라점,부산 사상구 백양대로 987-0,전문음식,1571
45,할리스사상광장점,부산 사상구 광장로 22-0,카페/찻집,1566
46,수백당돼지국밥신모라점,부산 사상구 모라로 86-0,전문음식,1559
47,라벨스하이디엄궁갤러리점,부산 사상구 강변대로532번길 94-0,카페/찻집,1554
48,이바구국밥,부산 사상구 가야대로 355-0,한식,1553
49,투썸플레이스부산괘법점,부산 사상구 새벽로 220-0,카페/찻집,1464
50,77돌곱창,부산 사상구 괘감로 98-0,전문음식,1405
51,상해만두,부산 사상구 대동로 73-0,한식,1373
52,버거킹부산서부터미널점,부산 사상구 사상로 201-0,간이음식,1370
53,포키포키,부산 사상구 가야대로133번길 25-0,카페/찻집,1367
54,목구멍사상점,부산 사상구 사상로233번길 29-0,한식,1366
55,엔제리너스부산주례점,부산 사상구 주례로10번길 106-0,카페/찻집,1327
56,홍유단사상점 [중식],부산 사상구 사상로 204-0,외국식,1288
57,오복미역,부산 사상구 광장로 62-0,한식,1241
58,떡공방형제,부산 사상구 낙동대로1420번길 62-0,간이음식,1231
59,명지회센터,부산 사상구 사상로285번길 20-3,전문음식,1227
60,사상고엔,부산 사상구 광장로 88-0,외국식,1210
61,구덕민속촌,부산 사상구 학감대로39번안길 15-17,한식,1198
62,엔제리너스부산신모라점,부산 사상구 모라로 98-9,카페/찻집,1193
63,공린미방[중식],부산 사상구 백양대로 370-0,외국식,1156
64,카페반미콩부산주례점,부산 사상구 가야대로282번길 62-0,카페/찻집,1151
65,청기와샤브샤브,부산 사상구 학감대로39번안길 15-9,전문음식,1140
66,호포장어마을,부산 사상구 광장로 28-0,전문음식,1119
67,엄궁활어회센터,부산 사상구 낙동대로 759-17,전문음식,1110
68,KFC사상역점,부산 사상구 사상로 200-0,간이음식,1106
69,버거킹부산주례점,부산 사상구 가야대로 298-0,간이음식,1092
70,밀양돼지찌개,부산 사상구 광장로 20-0,한식,1083
70,흥해라흥라멘,부산 사상구 학감대로260번길 7-0,외국식,1083
72,명륜진사갈비부산엄궁점,부산 사상구 대동로 25-0,한식,1082
73,초량갈비,부산 사상구 사상로212번길 5-10,한식,1075
74,거상수육돼지국밥,부산 사상구 삼덕로 47-0,한식,1068
74,모닭불,부산 사상구 광장로37번길 33-0,한식,1068
76,무한사랑김치찌개,부산 사상구 광장로 34-0,한식,1058
77,도미노피자학장점,부산 사상구 학감대로 226-0,간이음식,1037
78,조방낙지주례직영점,부산 사상구 가야대로 337-0,전문음식,1017
79,아이비뷔페,부산 사상구 사상로 200-0,전문음식,1009
80,고집불통,부산 사상구 백양대로 463-0,한식,995
81,정원집,부산 사상구 낙동대로 784-10,한식,948
82,카페비타리카,부산 사상구 백양대로 567-0,카페/찻집,890
83,엄궁복국,부산 사상구 낙동대로 765-0,전문음식,877
84,해운대연가,부산 사상구 새벽로223번길 13-0,한식,848
85,삼락재첩국,부산 사상구 사상로233번길 10-0,한식,834
86,육일원조명태탕,부산 사상구 낙동대로916번길 25-0,한식,833
87,카페이띠,부산 사상구 주례로 46-0,카페/찻집,817
88,괘법쭈꾸미,부산 사상구 광장로81번길 33-0,전문음식,816
89,샤브향부산사상역점,부산 사상구 사상로202번길 16-0,전문음식,806
90,산동반점[중식],부산 사상구 광장로87번길 18-0,외국식,797
91,명성오리불고기,부산 사상구 낙동대로776번길 19-0,전문음식,785
92,곱테랑,부산 사상구 새벽로 218-0,전문음식,736
93,오늘도대박집엄궁점,부산 사상구 엄궁로 13-0,한식,711
94,천하왕소금구이,부산 사상구 백양대로 659-0,한식,700
95,내가대한의고기다사상본점,부산 사상구 학감대로 252-0,한식,663
96,동백꽃초밥,부산 사상구 사상로238번길 14-0,외국식,641
97,명륜진사갈비주례점,부산 사상구 가야대로 370-0,한식,636
98,청운횟집,부산 사상구 광장로81번길 28-0,전문음식,625
98,컴포즈커피모라벤처타워점,부산 사상구 모라로 22-0,카페/찻집,625
100,사랑방메기탕,부산 사상구 가야대로284번길 2-0,한식,605
1,영진돼지국밥본점,부산 사하구 하신번영로157번길 39-0,한식,19605
2,스타벅스을숙도강변DT점,부산 사하구 하신번영로 381-6,카페/찻집,13844
3,맥도날드부산하단DT점,부산 사하구 낙동대로 431-0,간이음식,11108
4,블랙업커피을숙도점,부산 사하구 낙동남로1233번길 30-0,카페/찻집,10929
5,카페만디,부산 사하구 오작로 104-7,카페/찻집,9275
6,스타벅스사하장림DT점,부산 사하구 을숙도대로 682-0,카페/찻집,4963
7,하기연진주냉면,부산 사하구 괴정로 34-0,한식,4784
7,맥도날드부산다대DT점,부산 사하구 다대로 532-1,간이음식,4784
9,이지요661,부산 사하구 다대로 661-0,카페/찻집,4727
10,복성반점[중식],부산 사하구 하신중앙로 289-0,외국식,4658
11,아웃백스테이크하우스부산하단점,부산 사하구 낙동남로 1403-0,전문음식,4343
12,동원장수촌,부산 사하구 동매로 117-0,전문음식,3660
13,다대포회초장센터,부산 사하구 다대동로 40-0,전문음식,3546
14,스타벅스다대포비치점,부산 사하구 다대로 714-0,카페/찻집,3448
15,대티물꽁,부산 사하구 낙동대로135번안길 15-0,한식,3342
16,버거킹부산신평DT점,부산 사하구 을숙도대로 564-0,간이음식,3296
17,꽃마름하단역점,부산 사하구 낙동남로 1427-0,전문음식,3278
18,푸주옥부산점,부산 사하구 사하로 133-0,한식,3124
19,할매복집,부산 사하구 다대로 12-0,전문음식,2942
20,식당3선당리점,부산 사하구 제석로 31-0,한식,2716
21,본가부산사하점,부산 사하구 하신번영로 401-0,한식,2681
22,스타벅스다대포DT점,부산 사하구 다대로 493-0,카페/찻집,2638
23,오사카[일식],부산 사하구 낙동대로324번길 2-0,외국식,2378
24,이티135,부산 사하구 다대로 95-0,카페/찻집,2349
25,투썸플레이스장림점,부산 사하구 장림로 222-0,카페/찻집,2318
26,청송집,부산 사하구 하신번영로 432-0,전문음식,2256
27,리에또,부산 사하구 다대낙조2길 85-0,전문음식,2194
28,해주냉면,부산 사하구 낙동대로324번길 5-0,한식,2183
29,쿠우쿠우부산괴정점,부산 사하구 사하로 200-0,전문음식,2160
30,노을365,부산 사하구 하신번영로261번길 10-0,카페/찻집,2041
31,할매집,부산 사하구 몰운대1길 55-0,한식,1893
32,스타벅스부산괴정역점,부산 사하구 사하로186번길 6-0,카페/찻집,1853
33,카페플랜트370,부산 사하구 신산로 94-0,카페/찻집,1838
34,엔제리너스부산당리점,부산 사하구 낙동대로 433-0,카페/찻집,1620
35,투썸플레이스부산다대포점,부산 사하구 다대로 708-0,카페/찻집,1598
36,버거킹구평DT점,부산 사하구 을숙도대로 767-0,간이음식,1586
37,맥도날드동아대점,부산 사하구 낙동대로 548-0,간이음식,1531
38,해풍코다리,부산 사하구 다송로84번길 50-0,한식,1471
39,투썸플레이스몰운대점,부산 사하구 다대로 655-0,카페/찻집,1430
40,롯데리아부산하단점,부산 사하구 낙동대로 457-0,간이음식,1417
41,밀양순대돼지국밥,부산 사하구 하신번영로 165-1,한식,1379
42,명가정,부산 사하구 감천로38번길 25-0,한식,1349
43,더도이종가집돼지국밥신평점,부산 사하구 비봉로 6-0,한식,1329
44,키친보리에,부산 사하구 다송로72번길 50-0,간이음식,1328
45,명륜진사갈비부산장림점,부산 사하구 장림로 234-0,한식,1281
46,해운대신대구탕,부산 사하구 낙동남로 1393-0,한식,1231
47,스타벅스하단중앙점,부산 사하구 낙동남로 1411-0,카페/찻집,1196
48,홍소,부산 사하구 하신번영로 157-0,전문음식,1137
49,교동면옥부산하단점,부산 사하구 낙동남로 1382-0,한식,1125
50,올타미스터스시하단점,부산 사하구 낙동남로1390번길 10-0,외국식,1108
51,명륜진사갈비부산괴정점,부산 사하구 낙동대로 256-0,한식,1097
52,다대336장작구이,부산 사하구 다송로84번길 138-0,한식,1090
53,하가람,부산 사하구 장림로 275-0,한식,1089
54,육간명가,부산 사하구 하신중앙로 270-0,한식,1079
55,산수갑산식당,부산 사하구 낙동대로450번길 8-0,한식,1064
56,늘솜,부산 사하구 낙동대로343번길 18-0,전문음식,1041
57,오두리할매셋째딸연탄쭈꾸미,부산 사하구 사리로8번길 2-0,전문음식,986
58,행복을짓는수향촌밥상,부산 사하구 다대로 592-0,한식,984
59,카페미슈,부산 사하구 다대낙조2길 85-0,카페/찻집,982
60,투썸플레이스다송로점,부산 사하구 다송로84번길 38-0,카페/찻집,964
61,뱅가,부산 사하구 몰운대2길 9-0,카페/찻집,946
62,1등숯불갈비,부산 사하구 사하로185번길 8-0,한식,936
63,오드이븐,부산 사하구 몰운대2길 1-0,카페/찻집,923
64,버드나무횟집,부산 사하구 몰운대2길 23-0,전문음식,906
64,목구멍하단점,부산 사하구 낙동대로450번길 12-0,한식,906
66,아리랑목살,부산 사하구 사하로 164-0,한식,903
67,누리마을감자탕앤등뼈찜,부산 사하구 낙동대로 477-0,한식,902
68,착한소사하다대점,부산 사하구 다대로381번길 60-0,한식,889
69,백두봉삼계탕,부산 사하구 다대로 714-1,한식,877
70,돈미담왕소금구이,부산 사하구 하신번영로 378-0,한식,857
71,88양곱창센타,부산 사하구 낙동남로1389번길 10-2,전문음식,841
72,길짜장[중식],부산 사하구 장림로 170-0,외국식,828
73,코지하우스다대포점,부산 사하구 다대로 712-0,전문음식,811
74,365꼬막정찬,부산 사하구 낙동대로 388-0,한식,808
75,서가앤쿡부산하단점,부산 사하구 낙동대로 491-0,전문음식,798
76,통뼈감자탕사하점,부산 사하구 장림번영로 65-0,한식,780
77,선미아구찜,부산 사하구 괴정로 25-1,한식,769
78,하이뽕장림본점 [중식],부산 사하구 장림로 228-0,외국식,742
79,고향한우,부산 사하구 괴정로 93-0,한식,737
80,코스모스분식,부산 사하구 암남공원로 527-0,간이음식,729
81,도미노피자하단점,부산 사하구 하신중앙로 333-0,간이음식,727
82,영성방[중식],부산 사하구 하신번영로201번길 36-0,외국식,720
83,KFC하단역점,부산 사하구 낙동남로 1403-0,간이음식,716
84,장방,부산 사하구 승학로10번길 2-0,한식,704
85,대가면옥,부산 사하구 하신중앙로22번길 35-0,한식,688
86,하단본가콩나물국밥,부산 사하구 낙동남로 1382-1,한식,676
87,모에뜨키친,부산 사하구 다대로 680-0,전문음식,671
88,샤브향괴정점,부산 사하구 사하로197번길 10-0,전문음식,665
89,옥미아구찜하단점,부산 사하구 승학로2번길 34-0,한식,644
90,남해달인횟집,부산 사하구 사리로 40-0,전문음식,642
91,대가야,부산 사하구 낙동남로 1346-0,한식,640
92,샤브향다대점,부산 사하구 다대로 718-0,전문음식,623
93,오늘김해뒷고기본점,부산 사하구 낙동대로519번길 25-0,한식,621
94,수림식당다대포점,부산 사하구 다송로72번길 50-0,외국식,617
95,복담가본점,부산 사하구 괴정로 220-0,전문음식,616
96,씨파크횟집,부산 사하구 다대동로 20-0,전문음식,613
97,다대포능이고을,부산 사하구 다대로 686-2,한식,608
98,한우목장,부산 사하구 하신번영로167번길 11-0,한식,603
99,가온밀면다대포점,부산 사하구 다송로68번길 22-0,한식,593
100,필렉스,부산 사하구 감천로 65-0,카페/찻집,590
1,EL16.52,부산 서구 암남공원로 177-0,카페/찻집,10137
2,옛날오막집,부산 서구 구덕로274번길 14-0,전문음식,6638
3,원조18번완당발국수,부산 서구 구덕로238번길 6-0,한식,6444
4,송도공원,부산 서구 암남공원로 75-0,한식,5976
5,몽실종가돼지국밥,부산 서구 까치고개로197번길 3-0,한식,3310
6,스타벅스부산송도해수욕장점,부산 서구 송도해변로 97-0,카페/찻집,3235
7,명품물회송도점,부산 서구 충무대로 130-0,전문음식,2766
8,영남냉면밀면부산동대신점,부산 서구 보수대로201번길 7-0,한식,2697
9,조새호부산송도직영점,부산 서구 송도해변로 10-0,전문음식,2587
10,산정,부산 서구 보수대로320번길 55-0,한식,2266
11,스타벅스부산동대신역점,부산 서구 구덕로322번길 7-0,카페/찻집,2090
12,송도1913,부산 서구 등대로 11-0,전문음식,2081
13,신창국밥,부산 서구 보수대로 53-0,한식,2034
14,디에이블송도점,부산 서구 충무대로34번길 47-0,전문음식,1920
15,사천해물탕,부산 서구 충무대로 12-0,한식,1837
15,TCC송도점,부산 서구 송도해변로 143-0,카페/찻집,1837
17,카페해인,부산 서구 암남로94번길 94-0,카페/찻집,1797
18,흑산도횟집,부산 서구 대영로85번길 20-0,전문음식,1462
19,송도속시원해대구탕,부산 서구 송도해변로 79-0,한식,1354
20,고주몽,부산 서구 구덕로148번길 43-1,한식,1347
21,투썸플레이스송도해수욕장점,부산 서구 송도해변로 117-0,카페/찻집,1295
22,청죽[일식],부산 서구 망양로 23-0,외국식,1262
23,송원식당,부산 서구 성산길 23-0,한식,1192
24,서대시장원조족발,부산 서구 대영로 43-2,전문음식,1183
25,북창동순두부부산송도점,부산 서구 송도해변로 97-0,한식,1115
25,송도제일밀면,부산 서구 충무대로 8-0,간이음식,1115
27,곤포횟집,부산 서구 송도해변로 9-0,전문음식,1071
28,송도키친,부산 서구 송도해변로 113-0,전문음식,1015
29,진선,부산 서구 암남공원로 46-0,외국식,981
30,스타벅스동아대병원점,부산 서구 동대로 8-0,카페/찻집,929
31,편의방만두,부산 서구 대신공원로 13-5,한식,876
32,동경초밥,부산 서구 구덕로321번길 21-0,외국식,840
32,도미노피자대신점,부산 서구 구덕로 303-1,간이음식,840
34,맛나기사식당,부산 서구 대영로74번길 58-0,한식,833
35,숙이네조개구이,부산 서구,전문음식,804
36,왕밀면냉면전문점,부산 서구 충무대로 122-1,한식,798
37,탐앤탐스부산송도해수욕장점,부산 서구 송도해변로 57-0,카페/찻집,748
38,문토스트송도점,부산 서구 송도해변로 55-0,간이음식,705
39,스타벅스부민사거리점,부산 서구 구덕로 212-0,카페/찻집,694
40,새우까는집,부산 서구 구덕로296번길 7-0,전문음식,686
41,태성하모횟집,부산 서구 송도해변로 149-0,전문음식,682
42,송도통큰조개,부산 서구 송도해변로 79-0,전문음식,632
43,금호복요리,부산 서구 충무대로177번길 7-0,전문음식,617
44,맘담은식당,부산 서구 구덕로 316-3,한식,613
45,개미집송도점,부산 서구 송도해변로 27-1,전문음식,610
46,지리산어탕,부산 서구 엄광산로 29-0,한식,558
47,디아펠리즈,부산 서구 암남공원로 39-0,카페/찻집,537
48,미성식당,부산 서구 충무대로 124-0,전문음식,530
49,두레마을식당,부산 서구 구덕로321번길 64-0,한식,527
50,부라보횟집,부산 서구 송도해변로 10-3,전문음식,520
51,채선당대신점,부산 서구 망양로33번길 3-0,전문음식,497
52,컵넛송도점,부산 서구 송도해변로 61-0,카페/찻집,480
53,빈스톡,부산 서구 암남공원로 56-0,카페/찻집,466
54,투썸플레이스부산서대신점,부산 서구 구덕로321번길 11-0,카페/찻집,457
55,박수식당,부산 서구 보수대로 248-1,한식,436
56,등대할매집,부산 서구 등대로 107-0,전문음식,431
57,해궁아구찜,부산 서구 구덕로285번길 14-0,전문음식,423
58,시골한방돼지국밥부산부민점,부산 서구 보수대로 87-0,한식,396
59,설빙부산송도점,부산 서구 송도해변로 93-0,카페/찻집,385
60,뉴거인통닭,부산 서구 구덕로193번길 25-0,간이음식,332
61,구름속의산책본점,부산 서구 송도해변로 131-0,전문음식,313
62,와와샤브대신점,부산 서구 대영로 54-0,전문음식,301
63,착한소대신점,부산 서구 구덕로 249-0,한식,299
64,조새호마카세,부산 서구 송도해변로 10-0,외국식,277
65,본아뜨리에드로잉카페,부산 서구 구덕로321번길 10-0,카페/찻집,273
65,롯데리아부산대신점,부산 서구 구덕로340번길 4-0,간이음식,273
67,짬뽕의신[중식],부산 서구 대청로6번길 30-0,외국식,268
68,인창서구그린빌노인요양원,부산 서구 대영로73번길 111-0,음식점기타,259
69,부산고등어빵,부산 서구 충무대로82번길 17-0,한식,256
70,송이삼,부산 서구 꽃마을로169번길 6-3,한식,254
71,동명횟집,부산 서구 송도해변로 59-0,전문음식,246
71,투썸플레이스고신대복음병원점,부산 서구 감천로 255-0,카페/찻집,246
73,예천집,부산 서구 엄광산로 23-0,한식,243
74,SUBWAY부산부민점,부산 서구 구덕로226번길 3-0,간이음식,240
75,우리횟집,부산 서구 송도해변로 159-0,전문음식,238
76,장군성숯불갈비,부산 서구 암남공원로 240-0,한식,234
76,삼영횟집,부산 서구 송도해변로 83-1,전문음식,234
78,이디야커피부산송도해상케이블카점,부산 서구 송도해변로 171-0,카페/찻집,232
79,배가왕송도점,부산 서구 암남공원로 1-0,한식,231
80,남포횟집,부산 서구 송도해변로 83-0,전문음식,230
81,스시로운,부산 서구 송도해변로 85-1,외국식,228
82,홍복,부산 서구 보수대로 254-1,한식,211
83,파리바게뜨부산송도점,부산 서구 충무대로 24-0,간이음식,208
84,아라회전초밥,부산 서구 구덕로345번길 7-0,외국식,203
85,송도얼큰이칼국수본점,부산 서구 송도해변로 79-0,한식,201
86,할리스부산송도점,부산 서구 송도해변로 61-1,카페/찻집,197
87,미진축산송도비치점,부산 서구 송도해변로 79-0,한식,192
87,이조숯불갈비이조정식,부산 서구 구덕로339번길 31-1,한식,192
87,달콤커피부산송도케이블카점,부산 서구 송도해변로 171-0,카페/찻집,192
90,아그집,부산 서구 충무대로 43-0,간이음식,189
91,이디야커피송도암남공원점,부산 서구 암남공원로 179-13,카페/찻집,188
92,전망대장어구이,부산 서구 등대로 111-0,전문음식,187
93,배스킨라빈스부산송도점,부산 서구 암남공원로 1-0,간이음식,185
94,대궁삼계탕,부산 서구 보수대로 101-0,한식,179
95,꽃동네집,부산 서구 엄광산로 5-0,한식,173
96,갈대집,부산 서구 구덕로340번길 5-7,한식,171
97,배스킨라빈스부산동대신점,부산 서구 구덕로 330-0,간이음식,167
98,노드피자,부산 서구 시약로 119-0,간이음식,166
99,백초밥,부산 서구 구덕로222번길 15-0,외국식,162
99,순애집,부산 서구 꽃마을로163번길 94-19,전문음식,162
1,수변최고돼지국밥민락본점,부산 수영구 광안해변로370번길 9-32,한식,38779
2,언양불고기부산집,부산 수영구 남천바다로 32-0,한식,18732
3,테라로사수영점,부산 수영구 구락로123번길 20-0,카페/찻집,18716
4,톤쇼우광안점,부산 수영구 광안해변로279번길 13-0,전문음식,14007
5,수영돼지국밥,부산 수영구 무학로 6-0,한식,10934
6,맥도날드부산수영SK DT점,부산 수영구 연수로 411-0,간이음식,10780
7,엄용백돼지국밥,부산 수영구 수영로680번길 39-0,한식,10316
8,오후의홍차,부산 수영구 민락수변로 243-0,간이음식,9661
9,씨랜드회센터,부산 수영구 광안해변로 299-0,전문음식,9514
10,맥도날드부산남천DT점,부산 수영구 수영로 470-0,간이음식,9465
11,할매재첩국부산본점,부산 수영구 광남로120번길 8-0,한식,9412
12,다리집본점,부산 수영구 남천바다로10번길 70-0,간이음식,9385
13,스타벅스수영망미DT점,부산 수영구 과정로 68-0,카페/찻집,9198
14,자매국밥,부산 수영구 민락본동로27번길 56-0,한식,8887
15,디에이블광안점,부산 수영구 민락수변로 29-0,외국식,8541
16,보성녹차,부산 수영구 수영로394번길 29-0,카페/찻집,8240
17,VIPS광안점,부산 수영구 광안해변로 11-0,전문음식,8122
18,아웃백스테이크하우스남천점,부산 수영구 광안해변로 9-0,전문음식,7872
19,커피스미스광안리점,부산 수영구 광안해변로255번길 5-0,카페/찻집,7655
20,닭발의지존,부산 수영구 연수로 374-0,전문음식,6986
21,숙성도광안점,부산 수영구 광안해변로 199-0,한식,6748
22,수정궁,부산 수영구 민락수변로 25-0,전문음식,6468
23,홍유단[중식],부산 수영구 민락수변로 29-0,외국식,6106
24,필소굿커피,부산 수영구 광안해변로 44-0,카페/찻집,5968
25,자갈치횟집,부산 수영구 수영로702번길 28-0,전문음식,5923
26,엘올리브,부산 수영구 좌수영로 129-1,외국식,5791
27,고옥,부산 수영구 광남로 6-0,외국식,5782
28,게스후레스토랑,부산 수영구 광안해변로 183-0,전문음식,5310
29,뉴러우멘관즈[중식],부산 수영구 수영로388번길 25-4,외국식,5200
30,국이네낙지볶음,부산 수영구 연수로 410-0,한식,5145
31,조마루감자탕수영점,부산 수영구 수영로 723-0,한식,4756
32,스타벅스광안리점,부산 수영구 광안해변로 247-0,카페/찻집,4663
33,진미언양불고기,부산 수영구 남천바다로33번길 7-0,한식,4619
34,영진돼지국밥코스트코센텀점,부산 수영구 구락로 86-0,한식,4617
35,하나돈까스남천점,부산 수영구 광남로 62-0,전문음식,4565
36,바로해장,부산 수영구 광남로94번길 2-0,한식,4488
37,초필살돼지구이광안직영점,부산 수영구 광남로108번길 9-0,한식,4352
38,마이페이보릿쿠키,부산 수영구 광남로 103-0,간이음식,4308
39,옵스남천점,부산 수영구 황령대로489번길 37-0,간이음식,4292
40,송원일식,부산 수영구 남천동로9번길 41-0,외국식,4029
41,광안다찌,부산 수영구 광안해변로344번길 17-20,전문음식,3918
42,신라횟집,부산 수영구 민락수변로7번길 16-0,전문음식,3828
43,알로이삥삥,부산 수영구 광안해변로344번길 17-17,외국식,3809
44,영남식육식당,부산 수영구 황령대로489번길 61-0,한식,3783
45,무궁화,부산 수영구 황령산로8번길 5-0,전문음식,3708
46,스타벅스광안비치점,부산 수영구 광안로62번길 39-0,카페/찻집,3683
47,비스포레,부산 수영구 민락수변로239번길 4-0,외국식,3654
48,개미집광안리본점,부산 수영구 광남로130번길 9-0,한식,3640
49,고마대구탕,부산 수영구 광안해변로 127-0,한식,3623
50,옥미아구찜망미본점,부산 수영구 망미번영로55번길 35-0,한식,3534
51,한다솥,부산 수영구 남천바다로33번길 101-0,한식,3527
52,장덕풍천산삼민물장어,부산 수영구 민락수변로 147-0,전문음식,3508
53,호박가게,부산 수영구 광남로48번길 21-0,한식,3422
54,원조언양불고기,부산 수영구 광남로84번길 16-0,한식,3297
55,갈삼구이,부산 수영구 민락수변로 7-0,전문음식,3216
55,커피스미스광안리게스후점,부산 수영구 광안해변로 183-0,카페/찻집,3216
57,로얄경양식&스테이크광안점,부산 수영구 민락수변로 29-0,전문음식,3210
58,광안리대교밀면,부산 수영구 광남로 239-0,한식,3106
59,배덕장코다리찜,부산 수영구 연수로 384-0,전문음식,3079
60,언양불고기부산집본가,부산 수영구 남천바다로33번길 8-0,한식,3058
61,조새호,부산 수영구 광안해변로 199-0,전문음식,3041
62,백수농원,부산 수영구 수영로680번길 45-0,한식,2980
63,티앤북스광안점,부산 수영구 민락수변로 29-0,카페/찻집,2954
64,까페젤라떼리아,부산 수영구 광안해변로344번길 17-3,카페/찻집,2899
65,스타벅스광안수변공원점,부산 수영구 민락수변로 29-0,카페/찻집,2872
66,리오네,부산 수영구 구락로 36-0,전문음식,2867
67,갓덴스시광안직영점,부산 수영구 광안해변로 175-0,외국식,2844
68,샤브남바완,부산 수영구 민락수변로 29-0,전문음식,2809
69,삼삼횟집본점,부산 수영구 광안해변로278번길 17-0,전문음식,2788
69,할리스부산광안리점,부산 수영구 광안해변로 175-0,카페/찻집,2788
71,하론테라스,부산 수영구 민락수변로 147-0,전문음식,2719
72,요이쿠마,부산 수영구 광안해변로307번길 20-0,외국식,2661
73,류센소광안직영점,부산 수영구 남천바다로33번길 27-0,전문음식,2631
74,은해,부산 수영구 광안해변로295번길 4-7,한식,2612
75,오복미역본점,부산 수영구 수영로388번길 41-0,한식,2589
76,반상[한식],부산 수영구 광안해변로 263-0,한식,2575
77,샤브막심광안점,부산 수영구 민락수변로 29-0,전문음식,2519
78,산해횟집,부산 수영구 광안해변로344번길 17-20,전문음식,2518
79,용이초밥,부산 수영구 광남로108번길 11-0,외국식,2447
80,우성삼계탕,부산 수영구 광서로10번길 68-0,한식,2383
81,차선책,부산 수영구 광안해변로 237-0,카페/찻집,2366
81,밀레니엄횟집,부산 수영구 민락수변로 103-0,전문음식,2366
83,청송양곱창,부산 수영구 남천동로108번길 8-0,전문음식,2322
84,랜디스도넛광안리점,부산 수영구 수영로510번길 58-0,간이음식,2309
85,동경밥상[일식],부산 수영구 남천바다로 34-6,외국식,2285
86,진양호횟집,부산 수영구 광안해변로344번길 17-20,전문음식,2265
87,뉴부산횟집,부산 수영구 광안해변로 31-5,전문음식,2236
88,홍순덕전포양곱창,부산 수영구 과정로16번길 23-0,전문음식,2192
89,이랴이랴광안점,부산 수영구 광안로 9-0,한식,2138
90,순쌀빵남천점,부산 수영구 광안해변로 122-0,간이음식,2123
