순위,업소명,주소,분류,검색량
98,오륙도대게,부산 남구 백운포로 47-0,전문음식,692
99,삼겹한마당,부산 남구 유엔로 187-0,한식,686
100,투썸플레이스부산대연점,부산 남구 수영로 286-0,카페/찻집,670
1,맥도날드부산초량DT점,부산 동구 중앙대로 228-0,간이음식,13030
2,초량불백,부산 동구 초량로 36-0,한식,12906
3,맥도날드범일SK DT점,부산 동구 자성로 127-0,간이음식,11420
4,본전돼지국밥,부산 동구 중앙대로214번길 3-8,한식,9660
5,신발원,부산 동구 대영로243번길 62-0,외국식,9507
6,60년전통할매국밥,부산 동구 중앙대로533번길 4-0,한식,9320
7,하이디라오부산역점,부산 동구 중앙대로 175-0,외국식,7114
8,초량1941,부산 동구 망양로 533-5,카페/찻집,7029
9,초량밀면,부산 동구 중앙대로 225-0,한식,6851
10,투썸플레이스부산초량점,부산 동구 중앙대로 325-0,카페/찻집,4351
11,조방제일한우,부산 동구 조방로42번길 12-0,한식,3673
12,스완양분식,부산 동구 중앙대로236번길 7-5,전문음식,3066
13,고관함박,부산 동구 중앙대로349번길 14-0,전문음식,2922
14,스타벅스부산역아스티점,부산 동구 중앙대로214번길 7-8,카페/찻집,2850
15,밀양가산돼지국밥,부산 동구 자성로133번길 45-0,한식,2792
16,은하갈비,부산 동구 초량중로 86-0,한식,2700
17,스타벅스범일동일타워점,부산 동구 조방로 14-0,카페/찻집,2616
18,클레이디뷔페,부산 동구 조방로 14-0,전문음식,2598
19,소문난불백,부산 동구 초량로 36-0,한식,2481
20,스타벅스부산역점,부산 동구 중앙대로 216-0,카페/찻집,2472
21,대건명가초량본점,부산 동구 중앙대로 232-0,한식,2140
22,평산옥,부산 동구 초량중로 26-0,한식,2097
23,감포참가자미,부산 동구 범일로102번길 16-20,전문음식,2088
24,조방낙지범일직영점,부산 동구 조방로 21-0,전문음식,2072
25,1950태성당베이커리,부산 동구 중앙대로296번길 3-5,간이음식,2042
26,초량온당,부산 동구 초량중로 135-0,간이음식,2040
27,석화한정식[한식],부산 동구 조방로 21-0,한식,1988
28,영동밀면영동국밥,부산 동구 중앙대로209번길 12-0,한식,1986
29,참숯골왕갈비,부산 동구 조방로49번길 25-0,한식,1955
30,홍성방본관 [중식],부산 동구 중앙대로179번길 1-0,외국식,1919
31,초량845,부산 동구 망양로533번길 8-0,음식점기타,1910
32,스타벅스부산역라마다점,부산 동구 중앙대로196번길 10-0,카페/찻집,1821
33,신선식당,부산 동구 조방로49번길 13-0,한식,1712
34,홍성방신관 [중식],부산 동구 중앙대로179번길 16-0,외국식,1700
35,우리돼지국밥,부산 동구 초량로 27-1,한식,1589
36,브라운핸즈부산점,부산 동구 중앙대로209번길 16-0,카페/찻집,1430
37,초량원조불백,부산 동구 초량로 36-0,한식,1406
38,코소롱제주참숯생고기전문점,부산 동구 조방로 39-11,한식,1382
39,부경불백,부산 동구 구봉로 2-0,한식,1159
40,밀양돼지갈비,부산 동구 초량로 17-5,한식,1110
41,사해방[중식],부산 동구 중앙대로195번길 14-0,외국식,1103
42,코카모메초량점,부산 동구 영초윗길 20-0,외국식,1089
43,마가만두[중식],부산 동구 대영로243번길 56-0,외국식,1029
44,성북고개식당,부산 동구 망양로 853-0,한식,1000
45,일품향[중식],부산 동구 대영로243번길 22-0,외국식,891
46,신창국밥부산역점,부산 동구 중앙대로214번길 3-4,한식,868
47,송죽[일식],부산 동구 범일로102번길 16-10,외국식,841
48,카페편안,부산 동구 증산북로13번길 6-0,카페/찻집,812
49,장성향[중식],부산 동구 대영로243번길 29-0,외국식,778
50,롯데리아부산역점,부산 동구 중앙대로 201-0,간이음식,777
51,육전밀면부산역본점,부산 동구 중앙대로221번가길 5-0,한식,764
52,텐이몽[중식],부산 동구 자성로133번길 10-0,외국식,741
53,고관해물탕,부산 동구 중앙대로349번길 38-0,한식,739
54,천백돈까스,부산 동구 초량상로 124-1,전문음식,702
54,다께,부산 동구 범일로102번길 12-0,외국식,702
56,COFFEE TEK ROASTERS,부산 동구 자성로133번길 10-0,카페/찻집,673
57,범일빈대떡,부산 동구 중앙대로 519-0,한식,659
58,고려홍삼삼계탕,부산 동구 범일로102번길 16-9,한식,651
59,던킨부산역라마다점,부산 동구 중앙대로196번길 10-0,간이음식,612
60,대수정,부산 동구 자성로133번길 46-0,한식,597
61,네살차이,부산 동구 중앙대로 447-1,카페/찻집,584
62,송원감자탕,부산 동구 초량로 3-1,한식,549
63,설빙범일점,부산 동구 범일로102번길 14-0,카페/찻집,546
63,길세이로무시범일점,부산 동구 범일로102번길 16-6,한식,546
65,유연생고기전문점,부산 동구 조방로 41-0,한식,543
66,안창마을정미집,부산 동구 안창로77번가길 5-0,전문음식,542
67,스타벅스범일교차로점,부산 동구 조방로 4-0,카페/찻집,539
68,양지아구찜,부산 동구 초량중로 96-0,한식,526
69,제주가,부산 동구 중앙대로196번길 6-9,한식,523
70,문화공감수정,부산 동구 홍곡로 75-0,카페/찻집,514
71,장수촌순대돼지국밥,부산 동구 중앙대로 534-0,한식,490
72,투썸플레이스부산역점,부산 동구 중앙대로 201-0,카페/찻집,475
73,블랙웍[중식],부산 동구 중앙대로 297-0,외국식,432
74,초량해칼국수,부산 동구 중앙대로231번길 15-0,한식,429
75,화교대반점[중식],부산 동구 대영로243번길 42-0,외국식,423
76,제일류초량뚝배기[한식],부산 동구 구봉로 4-0,한식,403
77,조선화로집범일점,부산 동구 조방로 19-0,한식,401
77,대게천국,부산 동구 조방로 39-7,전문음식,401
79,EU,부산 동구 초량상로 106-0,간이음식,395
80,양지아구찜,부산 동구 초량로 5-1,한식,372
81,대지숯불갈비,부산 동구 범일로89번길 11-0,한식,353
82,투썸플레이스부산범일점,부산 동구 범일로 102-0,카페/찻집,345
83,이어도대구탕물회,부산 동구 중앙대로236번길 10-0,한식,343
84,금수각[중식],부산 동구 초량로 119-0,외국식,339
85,뚜레쥬르부산범일점,부산 동구 자성로133번길 31-0,간이음식,318
86,가미스시,부산 동구 자성공원로 23-11,외국식,316
87,카페린,부산 동구 초량중로 103-0,카페/찻집,311
88,신발원신관,부산 동구 대영로243번길 64-0,외국식,306
89,자유관[중식],부산 동구 중앙대로 324-0,외국식,304
90,덕미생선구이,부산 동구 중앙대로221번길 32-0,한식,301
91,목구멍초량점,부산 동구 초량중로 105-2,한식,288
92,창현수산,부산 동구 범일로89번길 37-0,한식,284
93,7.7돼지숯불갈비,부산 동구 진성로9번길 30-1,한식,278
94,루반도르과자점,부산 동구 중앙대로 375-1,간이음식,268
95,맛나감자탕초량점,부산 동구 초량상로 98-0,한식,267
96,밀양순대돼지국밥부산점,부산 동구 중앙대로231번길 5-0,한식,263
96,서울깍두기,부산 동구 중앙대로226번길 3-2,한식,263
98,하누소뒷고기범일점,부산 동구 조방로49번길 9-0,한식,262
99,장어촌,부산 동구 조방로49번길 29-0,전문음식,259
100,날마다대박나는집범일점,부산 동구 조방로 10-0,한식,252
1,소문난주문진막국수,부산 동래구 사직로58번길 8-0,한식,19814
2,박해윤통영해물밥상,부산 동래구 연안로 38-0,전문음식,14101
3,타이빈,부산 동래구 금강로73번길 12-0,외국식,13756
4,동래삼계탕,부산 동래구 동래로116번길 39-0,한식,12571
5,맥도날드원동DT점,부산 동래구 충렬대로 486-0,간이음식,12519
6,세연정동래점,부산 동래구 충렬대로 149-0,한식,10977
7,스타벅스동래미남DT점,부산 동래구 충렬대로 101-0,카페/찻집,9001
8,스타벅스부산안락DT점,부산 동래구 충렬대로 446-0,카페/찻집,8722
9,아웃백스테이크하우스동래점,부산 동래구 온천장로 20-0,전문음식,8470
10,맥도날드부산온천SK DT점,부산 동래구 충렬대로 121-0,간이음식,8059
11,영남식육식당동래점,부산 동래구 명륜로112번가길 51-0,한식,7282
12,303화덕동래점,부산 동래구 차밭골로 37-0,외국식,6947
13,봉평막국수동래점,부산 동래구 충렬대로 218-0,한식,6701
14,맥도날드부산사직DT점,부산 동래구 아시아드대로 110-0,간이음식,6368
15,부바스온천천점,부산 동래구 온천천로457번길 4-0,카페/찻집,6301
16,금수복국동래점,부산 동래구 충렬대로 210-0,한식,6192
17,영남식육식당안락점,부산 동래구 충렬대로 406-0,한식,6168
18,신가네호떡김밥떡볶이,부산 동래구 충렬대로249번길 61-0,간이음식,5966
19,금강만두직영점,부산 동래구 사직북로5번길 11-0,한식,5923
20,하나돈까스온천점,부산 동래구 금강로 67-0,전문음식,5916
21,진국명가온천천점,부산 동래구 온천천로 361-0,한식,5707
22,동래밀면,부산 동래구 명륜로 47-0,한식,4931
23,소문난원조조방낙지본점,부산 동래구 명륜로94번길 37-0,전문음식,4719
24,투썸플레이스부산온천천점,부산 동래구 온천천로 329-0,카페/찻집,4609
25,목화기사식당,부산 동래구 차밭골로 19-1,한식,4494
26,상무초밥부산동래점,부산 동래구 명륜로 138-0,외국식,3491
27,원조꼬리곰집,부산 동래구 온천장로 52-0,한식,3447
28,파나카F,부산 동래구 금정마을로 54-0,카페/찻집,3331
29,더도이종가집돼지국밥사직점,부산 동래구 아시아드대로 114-0,한식,3299
30,희망통닭,부산 동래구 명륜로98번길 94-0,간이음식,3074
31,원조장어구이사직점,부산 동래구 사직로 3-0,전문음식,2976
32,버거킹부산안락DT점,부산 동래구 충렬대로 311-0,간이음식,2945
33,코모도테이블,부산 동래구 온천천로453번길 23-2,카페/찻집,2912
34,303일상,부산 동래구 차밭골로 36-4,외국식,2835
35,동보성[중식],부산 동래구 온천천로 193-0,외국식,2766
36,태백관[중식],부산 동래구 충렬대로285번길 31-0,외국식,2742
37,함경면옥동래본점,부산 동래구 충렬대로 213-0,한식,2699
38,쿠루미,부산 동래구 온천천로 71-1,간이음식,2685
39,수복돼지국밥,부산 동래구 반송로 290-0,한식,2645
40,몽뜰,부산 동래구 중앙대로1381번길 33-0,한식,2476
41,대길숯불갈비,부산 동래구 금강로 150-0,한식,2455
42,고메밀면,부산 동래구 충렬대로 378-1,한식,2440
43,본고갈비[한식],부산 동래구 충렬대로272번길 2-0,한식,2387
44,백객도반점[중식],부산 동래구 금정마을로 70-0,외국식,2362
45,명품물회동래점,부산 동래구 명륜로 52-0,전문음식,2312
46,해도초밥,부산 동래구 온천장로 89-0,외국식,2265
47,이지요사직점,부산 동래구 사직로 66-0,카페/찻집,2211
48,석정갈비,부산 동래구 중앙대로1367번길 72-0,한식,2196
49,희래등[중식],부산 동래구 중앙대로1367번길 55-0,외국식,2176
50,스타벅스명륜역점,부산 동래구 동래로 25-0,카페/찻집,2164
51,맥도날드사직점,부산 동래구 사직북로 1-0,간이음식,2126
52,삼대돼지불고기2호점손녀집,부산 동래구 사직로 11-0,한식,2115
53,정림[한식],부산 동래구 충렬대로237번길 31-3,한식,2090
54,동래할매파전,부산 동래구 명륜로94번길 43-10,한식,2043
55,스타벅스사직구장점,부산 동래구 사직북로 4-0,카페/찻집,2001
56,금문[중식],부산 동래구 온천장로119번길 57-0,외국식,1996
57,엄용백낙돈,부산 동래구 명륜로117번길 33-0,한식,1986
58,동래별장,부산 동래구 금강로123번길 12-0,전문음식,1967
59,봉식당,부산 동래구 온천장로119번길 26-0,한식,1953
60,쌍둥이돼지국밥,부산 동래구 아시아드대로145번길 6-0,한식,1885
61,올리브장작온천천점,부산 동래구 온천천로471번길 9-0,간이음식,1881
62,사계,부산 동래구 미남로 126-0,전문음식,1771
63,오공복이온천천카페거리점,부산 동래구 온천천로457번길 7-0,외국식,1737
64,강초밥,부산 동래구 온천천로471번가길 12-2,외국식,1729
65,소문난동래파전,부산 동래구 금강공원로 55-0,전문음식,1724
66,스타벅스부산온천장역점,부산 동래구 중앙대로 1523-0,카페/찻집,1677
67,양대감대구탕,부산 동래구 금강로 132-6,한식,1646
68,고혼,부산 동래구 반송로 299-0,한식,1619
69,구기영조방낙지본점,부산 동래구 명장로20번길 60-0,전문음식,1555
70,미미루[중식],부산 동래구 온천장로 91-1,외국식,1529
71,모해나키친,부산 동래구 충렬대로446번길 29-0,전문음식,1496
72,버거킹부산수안역점,부산 동래구 충렬대로 194-0,간이음식,1489
73,스타벅스동래역점,부산 동래구 충렬대로181번길 42-0,카페/찻집,1450
74,스타벅스부산사직점,부산 동래구 사직북로 24-0,카페/찻집,1449
75,오륙도낙지,부산 동래구 사직북로5번길 30-0,전문음식,1403
76,통나무하우스[한식],부산 동래구 금강공원로20번길 22-0,한식,1379
77,금수복국온천점,부산 동래구 온천장로107번길 18-0,전문음식,1373
78,24시장수촌순대돼지국밥,부산 동래구 온천천로 329-0,한식,1370
79,대게좋은날,부산 동래구 동래로 65-0,전문음식,1333
80,태능연탄갈비,부산 동래구 온천장로107번길 20-0,한식,1327
81,1984나폴리,부산 동래구 중앙대로1381번길 56-3,외국식,1314
82,엔제리너스부산온천천점,부산 동래구 온천천로 361-0,카페/찻집,1292
83,설빙안락온천천점,부산 동래구 온천천로 443-0,카페/찻집,1290
84,조마루감자탕동래점,부산 동래구 명륜로 130-1,한식,1284
85,바우석쇠구이,부산 동래구 충렬대로202번가길 5-0,한식,1281
86,부광반점[중식],부산 동래구 명륜로98번길 118-0,외국식,1279
87,슈니테악트,부산 동래구 사직북로5번길 49-0,카페/찻집,1263
88,영국이네,부산 동래구 충렬대로100번길 83-0,간이음식,1258
89,마장동김씨동래점,부산 동래구 명륜로139번길 6-0,한식,1234
90,영진돼지국밥,부산 동래구 미남로132번길 63-0,한식,1227
91,내당[한식],부산 동래구 금강공원로20번길 23-0,한식,1216
92,밀한줌,부산 동래구 온천천로471번길 7-0,간이음식,1191
93,고반식당동래점,부산 동래구 명륜로 134-0,한식,1190
94,동래왕돼지국밥,부산 동래구 미남로 136-0,한식,1159
95,옥당분식,부산 동래구 사직북로28번길 101-0,간이음식,1150
96,명륜진사갈비부산사직점,부산 동래구 미남로 62-0,한식,1148
97,멜버른,부산 동래구 온천천로441번길 3-0,카페/찻집,1138
98,등촌샤브칼국수,부산 동래구 명륜로 189-5,전문음식,1135
99,삼다진족,부산 동래구 명륜로 139-0,전문음식,1133
100,해월,부산 동래구 차밭골로 49-0,한식,1123
1,냉수탕가든,부산 부산진구 가야공원로 107-0,전문음식,29025
2,외식일번가부산본점,부산 부산진구 신천대로 222-0,한식,20005
3,더스타뷔페,부산 부산진구 중앙대로666번길 50-0,전문음식,15266
4,맥도날드부산범전DT점,부산 부산진구 중앙대로 823-0,간이음식,10635
5,더파티서면점,부산 부산진구 신천대로 252-0,전문음식,10420
6,쉐이크쉑서면점,부산 부산진구 중앙대로 672-0,간이음식,9003
7,전포카페거리,부산 부산진구 전포대로209번길 26-0,음식점기타,7481
8,이재모피자서면점,부산 부산진구 전포대로209번길 21-0,간이음식,7445
9,청와정,부산 부산진구 동평로44번길 55-0,한식,6737
10,서가네오리,부산 부산진구 가야공원로 83-33,전문음식,6349
11,춘하추동밀면서면본점,부산 부산진구 서면문화로 48-1,한식,6227
12,공원집,부산 부산진구 가야공원로 83-12,전문음식,5790
13,송정3대국밥,부산 부산진구 서면로68번길 33-0,한식,5785
14,사미헌,부산 부산진구 서면문화로 19-0,한식,5619
15,S서울깍뚜기전포동점,부산 부산진구 서전로 49-0,한식,5320
16,원조범일동매떡,부산 부산진구 골드테마길 52-2,간이음식,5040
17,맥도날드당감DT점,부산 부산진구 동평로 91-0,간이음식,4991
18,희와제과,부산 부산진구 전포대로246번길 6-0,간이음식,4746
19,불끈낙지개금점,부산 부산진구 가야대로410번길 4-0,전문음식,4579
20,더파티범일점,부산 부산진구 자유평화로 11-0,전문음식,4389
21,홍유단[중식],부산 부산진구 부전로 34-0,외국식,4298
22,아시오,부산 부산진구 월드컵대로472번길 1-0,카페/찻집,4232
23,갈비곳간,부산 부산진구 서면문화로 32-0,한식,3969
24,세연정가야점 [한식],부산 부산진구 가야대로 554-0,한식,3914
25,늘해랑,부산 부산진구 중앙대로928번길 12-0,한식,3805
26,정동진해물탕해물찜,부산 부산진구 서면문화로 37-0,한식,3594
27,스타벅스서면전포역점,부산 부산진구 전포대로199번길 27-0,카페/찻집,3589
28,해신킹크랩대게,부산 부산진구 전포대로275번길 65-0,전문음식,3563
29,맛찬들왕소금구이서면점,부산 부산진구 중앙대로691번가길 24-3,한식,3208
30,맥도날드초읍DT점,부산 부산진구 성지로 152-0,간이음식,3070
31,아웃백스테이크하우스서면점,부산 부산진구 중앙대로 672-0,전문음식,3063
32,양정기사식당,부산 부산진구 중앙대로970번길 38-0,한식,3057
33,맥도날드가야점,부산 부산진구 가야대로 607-0,간이음식,2941
34,칸다소바[일식],부산 부산진구 동천로 105-0,외국식,2925
35,스콜,부산 부산진구 서면문화로 32-0,전문음식,2913
36,두번째늘해랑,부산 부산진구 양지로5번길 28-0,한식,2905
37,스타벅스부산개금역점,부산 부산진구 가야대로 462-1,카페/찻집,2852
38,스타벅스동의대역점,부산 부산진구 가야대로 589-0,카페/찻집,2693
39,초함,부산 부산진구 성지로 101-0,한식,2592
40,시민냉면,부산 부산진구 당감로64번길 16-0,한식,2554
41,스페이스앤무드,부산 부산진구 새싹로 22-1,카페/찻집,2499
42,가야정본점,부산 부산진구 가야대로 527-0,한식,2492
43,월강,부산 부산진구 서면로 7-0,외국식,2477
44,맥도날드서면3호점,부산 부산진구 중앙대로692번길 33-0,간이음식,2463
45,급행장차이나[중식],부산 부산진구 부전로96번길 40-1,외국식,2426
46,기장손칼국수,부산 부산진구 서면로 56-0,한식,2414
47,그린하노이양정점,부산 부산진구 양성로 98-0,외국식,2393
48,다금,부산 부산진구 월드컵대로474번길 4-0,한식,2382
49,마산식당,부산 부산진구 자유평화로 19-0,한식,2268
50,애슐리퀸즈NC서면점,부산 부산진구 동천로 92-0,전문음식,2212
51,하얀농원,부산 부산진구 백양순환로 39-0,한식,2182
52,스타벅스양정역점,부산 부산진구 중앙대로 894-0,카페/찻집,2149
53,초원복국범일점,부산 부산진구 자유평화로 21-10,전문음식,2133
54,삼오정,부산 부산진구 서면로68번길 11-0,한식,1968
55,구프,부산 부산진구 동성로 25-0,카페/찻집,1913
56,이바돔감자탕전포점,부산 부산진구 중앙대로 808-0,한식,1833
57,소인수분해,부산 부산진구 동천로108번길 11-0,전문음식,1826
58,이바돔감자탕가야점,부산 부산진구 가야대로 597-0,한식,1825
59,팔미분식,부산 부산진구 중앙대로691번길 55-0,간이음식,1805
60,이리스뷔페,부산 부산진구 서면로 25-0,전문음식,1800
61,쿠우쿠우부산서면점,부산 부산진구 중앙대로702번길 33-0,전문음식,1751
62,진수밥상,부산 부산진구 백양관문로 111-0,한식,1727
63,투썸플레이스문현금융단지점,부산 부산진구 중앙번영로 31-0,카페/찻집,1659
64,가야공원입구집,부산 부산진구 가야공원로 86-0,전문음식,1633
65,소소횟집,부산 부산진구 서면문화로 23-0,전문음식,1625
66,빈티지38,부산 부산진구 전포대로199번길 38-0,전문음식,1617
67,청진동아구찜,부산 부산진구 서면문화로 40-0,한식,1575
68,가야포차선지국밥,부산 부산진구 전포대로 274-0,한식,1541
69,산청칼국수,부산 부산진구 성지로43번길 57-0,한식,1533
70,삼성밀면,부산 부산진구 월드컵대로449번길 47-0,한식,1523
71,영심이왕족발,부산 부산진구 거제대로60번길 47-0,전문음식,1522
72,본가개금점,부산 부산진구 가야대로443번길 29-0,한식,1519
73,도레담,부산 부산진구 성지로94번길 133-19,카페/찻집,1510
74,소소헌한식이야기,부산 부산진구 성지로 42-0,한식,1412
75,스타벅스서면트레이더스점,부산 부산진구 시민공원로 31-0,카페/찻집,1373
76,어반그레이로스터리,부산 부산진구 중앙대로 950-0,카페/찻집,1369
77,스타벅스부전역점,부산 부산진구 중앙대로 777-0,카페/찻집,1360
78,가가와,부산 부산진구 중앙번영로 6-0,전문음식,1352
79,카페휘고,부산 부산진구 성지곡로 36-1,카페/찻집,1310
80,원조할매낙지,부산 부산진구 골드테마길 10-0,전문음식,1297
81,위파티부산본점,부산 부산진구 냉정로 166-1,간이음식,1284
82,양산도히츠마부시,부산 부산진구 동천로 58-0,외국식,1267
83,맛나감자탕초읍점,부산 부산진구 새싹로 208-0,한식,1225
84,초원가든,부산 부산진구 부전로 57-0,한식,1200
85,스타벅스서면로R점,부산 부산진구 서면로 49-1,카페/찻집,1180
86,서면밀면,부산 부산진구 서전로 25-0,한식,1170
87,버거킹부산양정점,부산 부산진구 중앙대로 900-0,간이음식,1165
88,스타벅스서면센트럴스퀘어점,부산 부산진구 중앙대로666번길 50-0,카페/찻집,1158
89,라세느,부산 부산진구 가야대로 772-0,전문음식,1148
90,오프커스,부산 부산진구 전포대로199번길 30-0,카페/찻집,1142
91,포항돼지국밥,부산 부산진구 서면로68번길 25-0,한식,1119
92,화남정돼지국밥,부산 부산진구 성지로 50-0,한식,1115
93,초읍원가네,부산 부산진구 성지로 145-0,한식,1113
94,야스마루,부산 부산진구 서전로38번길 35-14,외국식,1107
95,갓파스시서면점,부산 부산진구 중앙대로702번길 43-0,외국식,1103
96,구덕포끝집고기서면전포점,부산 부산진구 전포대로176번길 19-0,한식,1097
97,딤타오서면점,부산 부산진구 중앙대로 672-0,외국식,1095
98,3FOUND,부산 부산진구 전포대로189번길 30-0,외국식,1078
99,스완양분식시청점,부산 부산진구 거제천로40번길 20-0,간이음식,1073
100,두루미,부산 부산진구 동천로132번길 20-0,한식,1070
1,스타벅스화명강변DT점,부산 북구 금곡대로 77-0,카페/찻집,13237
2,쿠우쿠우부산화명점,부산 북구 금곡대로 287-0,전문음식,11254
3,외식1번가덕천점,부산 북구 의성로 88-0,한식,10507
4,더도이종가집돼지국밥덕천본점,부산 북구 의성로 91-0,한식,9242
5,식당3선덕천점,부산 북구 금곡대로 112-0,한식,8754
6,맥도날드부산구남DT점,부산 북구 백양대로 1045-0,간이음식,8621
7,대박터진돈까스,부산 북구 덕천로304번길 18-0,전문음식,8485
8,맥도날드부산덕천DT점,부산 북구 금곡대로 107-0,간이음식,6637
9,갓파스시덕천점,부산 북구 금곡대로 11-0,외국식,6621
10,맥도날드만덕DT점,부산 북구 덕천로 179-0,간이음식,6039
11,맥도날드화명동DT점,부산 북구 금곡대로 360-0,간이음식,4829
12,툇마루,부산 북구 금곡대로285번길 81-0,전문음식,4490
13,신라농원,부산 북구 기찰로 7-0,한식,4442
14,스타벅스부산덕천역점,부산 북구 만덕대로 30-0,카페/찻집,4297
15,투썸플레이스부산화명수정점,부산 북구 화명신도시로 4-0,카페/찻집,3715
16,파스쿠찌부산구포점,부산 북구 낙동북로 720-0,카페/찻집,3701
17,아웃백스테이크하우스덕천점,부산 북구 만덕대로 30-0,전문음식,3416
18,하늘연달스무아흐레,부산 북구 덕천로 375-0,카페/찻집,2990
19,스타벅스부산화명역점,부산 북구 금곡대로285번길 5-0,카페/찻집,2950
20,함경면옥덕천점,부산 북구 금곡대로 21-0,한식,2698
21,웅천집,부산 북구 금곡대로616번길 7-14,전문음식,2531
22,곰배령가든,부산 북구 중리로 88-7,한식,2507
23,우리장[한식],부산 북구 중리로 88-14,한식,2320
24,화명옥,부산 북구 용당로9번길 3-0,전문음식,2086
25,흥부네화덕,부산 북구 용당로20번길 6-0,간이음식,2083
26,샤브마니아부산화명점,부산 북구 화명대로94번길 116-0,전문음식,2062
27,메종드마레,부산 북구 만덕고개길 85-0,전문음식,2036
28,파리바게뜨부산덕천점,부산 북구 만덕대로 16-0,간이음식,2023
29,꽃마름부산덕천점,부산 북구 낙동대로 1791-0,전문음식,1891
30,롯데리아롯데마트화명점,부산 북구 화명대로 47-0,간이음식,1879
31,장수장꼬리곰탕,부산 북구 사상로 577-0,한식,1778
32,착한낙지화명점,부산 북구 금곡대로 195-0,전문음식,1764
33,덕천구룡성[중식],부산 북구 금곡대로 17-0,외국식,1683
34,육선당,부산 북구 화명대로 17-0,한식,1648
35,북경의자전거[중식],부산 북구 용당로5번길 14-0,외국식,1545
36,금용,부산 북구 구포만세길 75-0,외국식,1510
37,도랑추어탕,부산 북구 금곡대로324번길 7-0,한식,1483
38,스타벅스부산구남역DT점,부산 북구 백양대로 1040-0,카페/찻집,1461
39,스시투어화명점,부산 북구 용당로16번길 23-0,외국식,1442
40,롯데리아덕천점,부산 북구 덕천1길 26-0,간이음식,1415
41,만선참가자미회전문점본점,부산 북구 금곡대로8번길 19-0,전문음식,1383
42,취밍,부산 북구 금곡대로285번길 16-0,외국식,1349
43,명륜진사갈비부산화명점,부산 북구 금곡대로285번길 81-0,한식,1313
44,숨카페,부산 북구 만덕고개길 131-0,카페/찻집,1284
45,구포설렁탕,부산 북구 백양대로 1182-0,한식,1239
46,엔제리너스부산수정역DI점,부산 북구 금곡대로 201-0,카페/찻집,1208
47,맛나감자탕부산경남지사,부산 북구 금곡대로 121-0,한식,1188
48,롯데리아부산화명점,부산 북구 화명신도시로 127-0,간이음식,1157
49,수림식당3호점,부산 북구 화명대로94번길 116-0,외국식,1151
50,덕천복집,부산 북구 기찰로 41-2,전문음식,1113
51,길세이로무시화명점,부산 북구 금곡대로303번길 62-0,외국식,1111
52,샤브쌈주머니만덕점,부산 북구 만덕3로33번길 4-9,한식,1104
53,버거킹부산화명점,부산 북구 화명대로 44-0,간이음식,1099
53,이상한나라의밀가루공장,부산 북구 만덕2로44번길 42-14,카페/찻집,1099
55,화명참숯불갈비,부산 북구 화명신도시로 127-0,한식,1092
56,평양집,부산 북구 금곡대로20번길 21-0,한식,1075
57,오픈하우스가든,부산 북구 중리로 90-0,전문음식,978
58,풍어횟집,부산 북구 금곡대로285번길 62-0,전문음식,949
58,화명코아활어회센터,부산 북구 금곡대로303번길 80-0,전문음식,949
60,롯데리아구포점,부산 북구 낙동대로 1698-0,간이음식,944
61,올타미스터스시화명점,부산 북구 용당로5번길 12-0,외국식,935
62,그린하노이화명점,부산 북구 금곡대로199번길 11-0,외국식,921
63,로얄펠리스,부산 북구 화명신도시로 130-0,음식점기타,907
64,큰집게장,부산 북구 와석장터로 13-0,한식,901
65,메아리산장,부산 북구 만덕고개길 23-0,전문음식,878
66,하이페리온타워,부산 북구 화명대로 15-0,음식점기타,871
67,골든프라자,부산 북구 화명신도시로 129-0,음식점기타,866
68,우미남화명점,부산 북구 용당로16번길 20-0,한식,857
69,혜미식품,부산 북구 낙동대로1570번길 16-0,음식점기타,833
70,샤브향화명점,부산 북구 금곡대로303번길 25-0,전문음식,796
71,리산옥[중식],부산 북구 금곡대로303번길 25-0,외국식,780
71,트레몬토710,부산 북구 금곡대로 710-15,카페/찻집,780
73,명가밀면,부산 북구 금곡대로303번길 70-0,간이음식,779
74,마피아떡볶이부산북구점,부산 북구 금곡대로 238-0,간이음식,765
75,박씨네,부산 북구 만덕고개길 140-0,전문음식,759
76,날마다대박나는집,부산 북구 만덕3로 9-0,한식,745
77,목촌돼지국밥,부산 북구 금곡대로 374-0,한식,743
78,삼소통나무집,부산 북구 중리로 78-0,한식,741
79,도미노피자화명점,부산 북구 화명신도시로 77-0,간이음식,737
80,샤브향덕천점,부산 북구 만덕대로 176-0,전문음식,729
81,사랑도횟집,부산 북구 금곡대로285번길 81-0,전문음식,723
82,큐빅스타워,부산 북구 금곡대로285번길 46-0,음식점기타,695
83,백소정화명점,부산 북구 학사로 8-0,전문음식,686
83,도미노피자덕천점,부산 북구 만덕대로 116-0,간이음식,686
85,5키친,부산 북구 화명대로12번길 88-0,전문음식,656
86,봉평막국수화명점,부산 북구 화명대로 69-13,한식,652
87,코지하우스화명점,부산 북구 화명대로 31-0,전문음식,647
88,칠칠집,부산 북구 금곡대로303번길 22-0,한식,631
89,오늘도짬뽕,부산 북구 화명신도시로 133-0,외국식,619
90,명소,부산 북구 용당로 7-0,한식,596
91,스시순,부산 북구 금곡대로285번길 78-0,외국식,586
92,면채움,부산 북구 용당로16번길 10-0,한식,581
93,민속아구찜,부산 북구 백양대로1016번가길 14-0,한식,577
94,올타미스터스시덕천점,부산 북구 기찰로 10-0,외국식,575
